交易日,识别时间,自然小时,板块,方向,龙头代码,龙头小时末时间,首次突破时间,首次突破价格,龙头当日涨跌幅,龙头当日持仓变化幅,当下日K极值,前20日突破价,涨跌幅阈值,增减仓阈值,前20日窗口开始,前20日窗口结束,跟随品种代码,跟随品种小时末时间,跟随品种当日涨跌幅,滞后一小时相关系数,相关样本数,下一实际交易小时时间,下一小时收益率,方向收益,后续是否同向
2025-06-18,2025-06-18 15:00:00,2025-06-18 15:00:00,烯烃塑料,上涨,PP,2025-06-18 15:00:00,2025-06-17 21:01:00,7139.2481401540,0.0101355625,0.0549363482,7214.7786287284,7135.3559505311,0.0081582484,0.0290199298,2025-05-20 00:00:00,2025-06-17 00:00:00,L,2025-06-18 15:00:00,0.0111629534,0.3617372770,118,2025-06-18 21:59:00,0.0076471128,0.0076471128,True
2025-10-14,2025-10-14 14:59:00,2025-10-14 14:00:00,烯烃塑料,下跌,EB,2025-10-14 14:59:00,2025-10-13 21:01:00,6667.1188795855,-0.0186356314,0.0493275922,6564.1529240032,6685.7030141797,0.0091724703,0.0408905114,2025-09-08 00:00:00,2025-10-13 00:00:00,V,2025-10-14 14:59:00,-0.0061785066,0.3057406825,118,2025-10-14 15:00:00,0.0005860808,-0.0005860808,False
2025-10-14,2025-10-14 15:00:00,2025-10-14 15:00:00,烯烃塑料,下跌,EB,2025-10-14 15:00:00,2025-10-13 21:01:00,6667.1188795855,-0.0189825165,0.0487811779,6564.1529240032,6685.7030141797,0.0091724703,0.0408905114,2025-09-08 00:00:00,2025-10-13 00:00:00,V,2025-10-14 15:00:00,-0.0055960468,0.3057406825,118,2025-10-14 21:59:00,-0.0038461057,0.0038461057,True
2025-10-28,2025-10-28 14:59:00,2025-10-28 14:00:00,有色基本金属,下跌,NI,2025-10-28 14:59:00,2025-10-28 14:45:00,120388.6675302090,-0.0131892088,0.0635762029,120215.2782574638,120544.0508522175,0.0108330667,0.0469776424,2025-09-22 00:00:00,2025-10-27 00:00:00,ZN,2025-10-28 14:59:00,-0.0039102040,0.3019963757,156,2025-10-28 15:00:00,-0.0001582379,0.0001582379,True
2025-10-28,2025-10-28 15:00:00,2025-10-28 15:00:00,有色基本金属,下跌,NI,2025-10-28 15:00:00,2025-10-28 14:45:00,120388.6675302090,-0.0130679105,0.0632161856,120215.2782574638,120544.0508522175,0.0108330667,0.0469776424,2025-09-22 00:00:00,2025-10-27 00:00:00,ZN,2025-10-28 15:00:00,-0.0040678232,0.3019963757,156,2025-10-28 21:59:00,0.0028574065,-0.0028574065,False
2025-11-03,2025-11-03 13:59:00,2025-11-03 13:00:00,有色基本金属,上涨,AL,2025-11-03 13:59:00,2025-10-31 21:02:00,21446.3206390269,0.0088262753,0.0637523616,21578.2499157869,21437.6000270817,0.0082356216,0.0448884928,2025-09-26 00:00:00,2025-10-31 00:00:00,NI,2025-11-03 13:59:00,0.0014813404,0.3095059070,156,2025-11-03 14:59:00,0.0000498705,0.0000498705,True
2025-11-03,2025-11-03 14:59:00,2025-11-03 14:00:00,有色基本金属,上涨,AL,2025-11-03 14:59:00,2025-10-31 21:02:00,21446.3206390269,0.0101169416,0.0805793541,21654.3067856707,21437.6000270817,0.0082356216,0.0448884928,2025-09-26 00:00:00,2025-10-31 00:00:00,NI,2025-11-03 14:59:00,0.0015312848,0.3095059070,156,2025-11-03 15:00:00,0.0001017802,0.0001017802,True
2025-11-03,2025-11-03 15:00:00,2025-11-03 15:00:00,有色基本金属,上涨,AL,2025-11-03 15:00:00,2025-10-31 21:02:00,21446.3206390269,0.0105639029,0.0798768929,21654.3067856707,21437.6000270817,0.0082356216,0.0448884928,2025-09-26 00:00:00,2025-10-31 00:00:00,NI,2025-11-03 15:00:00,0.0016332209,0.3095059070,156,2025-11-03 21:59:00,-0.0019820866,-0.0019820866,False
2025-12-05,2025-12-05 10:59:00,2025-12-05 10:00:00,烯烃塑料,下跌,L,2025-12-05 10:59:00,2025-12-05 10:09:00,6712.9308046039,-0.0122597638,0.0442396155,6702.0630860412,6713.2120408031,0.0087954254,0.0250100256,2025-11-07 00:00:00,2025-12-04 00:00:00,PL,2025-12-05 10:59:00,-0.0119579397,0.3583251338,120,2025-12-05 11:30:00,-0.0017094213,0.0017094213,True
2025-12-05,2025-12-05 11:30:00,2025-12-05 11:00:00,烯烃塑料,下跌,L,2025-12-05 11:30:00,2025-12-05 10:09:00,6712.9308046039,-0.0105577504,0.0442104677,6702.0630860412,6713.2120408031,0.0087954254,0.0250100256,2025-11-07 00:00:00,2025-12-04 00:00:00,PL,2025-12-05 11:30:00,-0.0136469198,0.3583251338,120,2025-12-05 13:59:00,0.0047728680,-0.0047728680,False
2025-12-05,2025-12-05 13:59:00,2025-12-05 13:00:00,烯烃塑料,下跌,L,2025-12-05 13:59:00,2025-12-05 10:09:00,6712.9308046039,-0.0099439250,0.0447708989,6702.0630860412,6713.2120408031,0.0087954254,0.0250100256,2025-11-07 00:00:00,2025-12-04 00:00:00,PL,2025-12-05 13:59:00,-0.0089391867,0.3583251338,120,2025-12-05 14:59:00,-0.0007974798,0.0007974798,True
2025-12-05,2025-12-05 14:59:00,2025-12-05 14:00:00,烯烃塑料,下跌,L,2025-12-05 14:59:00,2025-12-05 10:09:00,6712.9308046039,-0.0127274437,0.0450319035,6701.0558305113,6713.2120408031,0.0087954254,0.0250100256,2025-11-07 00:00:00,2025-12-04 00:00:00,PL,2025-12-05 14:59:00,-0.0097295377,0.3583251338,120,2025-12-05 15:00:00,-0.0003162911,0.0003162911,True
2025-12-05,2025-12-05 15:00:00,2025-12-05 15:00:00,烯烃塑料,下跌,L,2025-12-05 15:00:00,2025-12-05 10:09:00,6712.9308046039,-0.0128697878,0.0455247650,6700.3841132782,6713.2120408031,0.0087954254,0.0250100256,2025-11-07 00:00:00,2025-12-04 00:00:00,PL,2025-12-05 15:00:00,-0.0100427514,0.3583251338,120,2025-12-05 21:59:00,-0.0043316625,0.0043316625,True
2026-02-12,2026-02-12 10:59:00,2026-02-12 10:00:00,煤化工建材,上涨,UR,2026-02-12 10:59:00,2026-02-12 10:07:00,1823.3540946699,0.0145446455,0.0596127935,1832.4553374546,1822.5692292285,0.0093581200,0.0313448962,2026-01-15 00:00:00,2026-02-11 00:00:00,FG,2026-02-12 10:59:00,0.0028599692,0.3173976707,80,2026-02-12 11:30:00,0.0010963875,0.0010963875,True
2026-02-12,2026-02-12 11:30:00,2026-02-12 11:00:00,煤化工建材,上涨,UR,2026-02-12 11:30:00,2026-02-12 10:07:00,1823.3540946699,0.0189455680,0.0497968677,1832.4553374546,1822.5692292285,0.0093581200,0.0313448962,2026-01-15 00:00:00,2026-02-11 00:00:00,FG,2026-02-12 11:30:00,0.0039594924,0.3173976707,80,2026-02-12 13:59:00,0.0001651560,0.0001651560,True
2026-02-12,2026-02-12 13:59:00,2026-02-12 13:00:00,煤化工建材,上涨,UR,2026-02-12 13:59:00,2026-02-12 10:07:00,1823.3540946699,0.0216936631,0.0673794655,1832.4553374546,1822.5692292285,0.0093581200,0.0313448962,2026-01-15 00:00:00,2026-02-11 00:00:00,FG,2026-02-12 13:59:00,0.0041253023,0.3173976707,80,2026-02-12 14:59:00,-0.0078889601,-0.0078889601,False
2026-03-19,2026-03-19 13:59:00,2026-03-19 13:00:00,新能源材料,下跌,PS,2026-03-19 13:59:00,2026-03-19 09:01:00,40102.4638506624,-0.0370569962,-0.0278721958,38965.2346925397,40669.8550778013,0.0336333441,0.0223296778,2026-02-11 00:00:00,2026-03-18 00:00:00,LC,2026-03-19 13:59:00,-0.0254824370,0.3368892674,80,2026-03-19 14:59:00,-0.0070970029,0.0070970029,True
2026-03-19,2026-03-19 14:59:00,2026-03-19 14:00:00,新能源材料,下跌,PS,2026-03-19 14:59:00,2026-03-19 09:01:00,40102.4638506624,-0.0392810293,-0.0626711007,38176.1777293596,40669.8550778013,0.0336333441,0.0223296778,2026-02-11 00:00:00,2026-03-18 00:00:00,LC,2026-03-19 14:59:00,-0.0323985909,0.3368892674,80,2026-03-19 15:00:00,-0.0017922178,0.0017922178,True
2026-03-19,2026-03-19 15:00:00,2026-03-19 15:00:00,新能源材料,下跌,PS,2026-03-19 15:00:00,2026-03-19 09:01:00,40102.4638506624,-0.0397499174,-0.0645267974,38176.1777293596,40669.8550778013,0.0336333441,0.0223296778,2026-02-11 00:00:00,2026-03-18 00:00:00,LC,2026-03-19 15:00:00,-0.0341327434,0.3368892674,80,2026-03-20 09:59:00,0.0296302700,-0.0296302700,False
2026-04-22,2026-04-22 13:59:00,2026-04-22 13:00:00,黑色钢矿,上涨,HC,2026-04-22 13:59:00,2026-04-22 10:06:00,3372.1734565118,0.0065126647,0.0394091670,3379.4339255546,3370.3414646051,0.0062764559,0.0177555158,2026-03-24 00:00:00,2026-04-21 00:00:00,I,2026-04-22 13:59:00,0.0028821419,0.3202969798,118,2026-04-22 14:59:00,0.0008246256,0.0008246256,True
2026-04-22,2026-04-22 14:59:00,2026-04-22 14:00:00,黑色钢矿,上涨,HC,2026-04-22 14:59:00,2026-04-22 10:06:00,3372.1734565118,0.0083257833,0.0552148962,3386.4379336642,3370.3414646051,0.0062764559,0.0177555158,2026-03-24 00:00:00,2026-04-21 00:00:00,I,2026-04-22 14:59:00,0.0037091442,0.3202969798,118,2026-04-22 15:00:00,-0.0008933624,-0.0008933624,False
2026-04-22,2026-04-22 15:00:00,2026-04-22 15:00:00,黑色钢矿,上涨,HC,2026-04-22 15:00:00,2026-04-22 10:06:00,3372.1734565118,0.0080111038,0.0547257550,3387.3268502975,3370.3414646051,0.0062764559,0.0177555158,2026-03-24 00:00:00,2026-04-21 00:00:00,I,2026-04-22 15:00:00,0.0028124682,0.3202969798,118,2026-04-22 21:59:00,-0.0013877852,-0.0013877852,False
