识别时间,交易日,龙头品种,跟涨品种,板块,方向,20日收益率相关系数,相关样本数,龙头当前涨跌幅,跟涨品种当前涨跌幅,触发原因
2021-02-18 13:59:00,2021-02-18,CU,NI,有色基本金属,向上,0.7922537666,20,0.0354387138,0.0168440184,同板块；过去20个交易日日收益率相关系数=0.7923，不低于阈值0.50；当前方向一致：龙头=3.5439%，候选=1.6844%，同为上涨
2021-02-18 13:59:00,2021-02-18,CU,ZN,有色基本金属,向上,0.7149064613,20,0.0354387138,0.0347437807,同板块；过去20个交易日日收益率相关系数=0.7149，不低于阈值0.50；当前方向一致：龙头=3.5439%，候选=3.4744%，同为上涨
2021-02-18 13:59:00,2021-02-18,CU,AL,有色基本金属,向上,0.6697664296,20,0.0354387138,0.0301548296,同板块；过去20个交易日日收益率相关系数=0.6698，不低于阈值0.50；当前方向一致：龙头=3.5439%，候选=3.0155%，同为上涨
2021-02-18 13:59:00,2021-02-18,CU,PB,有色基本金属,向上,0.5520965186,20,0.0354387138,0.0102170175,同板块；过去20个交易日日收益率相关系数=0.5521，不低于阈值0.50；当前方向一致：龙头=3.5439%，候选=1.0217%，同为上涨
2021-02-18 13:59:00,2021-02-18,PF,TA,聚酯产业链,向上,0.7248583608,20,0.0798272333,0.0395969230,同板块；过去20个交易日日收益率相关系数=0.7249，不低于阈值0.50；当前方向一致：龙头=7.9827%，候选=3.9597%，同为上涨
2021-02-18 13:59:00,2021-02-18,PF,EG,聚酯产业链,向上,0.5886321319,20,0.0798272333,0.0796889246,同板块；过去20个交易日日收益率相关系数=0.5886，不低于阈值0.50；当前方向一致：龙头=7.9827%，候选=7.9689%，同为上涨
2021-02-18 14:59:00,2021-02-18,CU,NI,有色基本金属,向上,0.7922537666,20,0.0409610251,0.0170142281,同板块；过去20个交易日日收益率相关系数=0.7923，不低于阈值0.50；当前方向一致：龙头=4.0961%，候选=1.7014%，同为上涨
2021-02-18 14:59:00,2021-02-18,CU,ZN,有色基本金属,向上,0.7149064613,20,0.0409610251,0.0380873804,同板块；过去20个交易日日收益率相关系数=0.7149，不低于阈值0.50；当前方向一致：龙头=4.0961%，候选=3.8087%，同为上涨
2021-02-18 14:59:00,2021-02-18,CU,AL,有色基本金属,向上,0.6697664296,20,0.0409610251,0.0382580783,同板块；过去20个交易日日收益率相关系数=0.6698，不低于阈值0.50；当前方向一致：龙头=4.0961%，候选=3.8258%，同为上涨
2021-02-18 14:59:00,2021-02-18,CU,PB,有色基本金属,向上,0.5520965186,20,0.0409610251,0.0083741596,同板块；过去20个交易日日收益率相关系数=0.5521，不低于阈值0.50；当前方向一致：龙头=4.0961%，候选=0.8374%，同为上涨
2021-02-18 14:59:00,2021-02-18,PF,TA,聚酯产业链,向上,0.7248583608,20,0.0801361719,0.0387042569,同板块；过去20个交易日日收益率相关系数=0.7249，不低于阈值0.50；当前方向一致：龙头=8.0136%，候选=3.8704%，同为上涨
2021-02-18 14:59:00,2021-02-18,PF,EG,聚酯产业链,向上,0.5886321319,20,0.0801361719,0.0817504353,同板块；过去20个交易日日收益率相关系数=0.5886，不低于阈值0.50；当前方向一致：龙头=8.0136%，候选=8.1750%，同为上涨
2021-02-18 15:00:00,2021-02-18,CU,NI,有色基本金属,向上,0.7922537666,20,0.0410406224,0.0173566271,同板块；过去20个交易日日收益率相关系数=0.7923，不低于阈值0.50；当前方向一致：龙头=4.1041%，候选=1.7357%，同为上涨
2021-02-18 15:00:00,2021-02-18,CU,ZN,有色基本金属,向上,0.7149064613,20,0.0410406224,0.0382356766,同板块；过去20个交易日日收益率相关系数=0.7149，不低于阈值0.50；当前方向一致：龙头=4.1041%，候选=3.8236%，同为上涨
2021-02-18 15:00:00,2021-02-18,CU,AL,有色基本金属,向上,0.6697664296,20,0.0410406224,0.0382074788,同板块；过去20个交易日日收益率相关系数=0.6698，不低于阈值0.50；当前方向一致：龙头=4.1041%，候选=3.8207%，同为上涨
2021-02-18 15:00:00,2021-02-18,CU,PB,有色基本金属,向上,0.5520965186,20,0.0410406224,0.0107561009,同板块；过去20个交易日日收益率相关系数=0.5521，不低于阈值0.50；当前方向一致：龙头=4.1041%，候选=1.0756%，同为上涨
2021-02-18 15:00:00,2021-02-18,PF,TA,聚酯产业链,向上,0.7248583608,20,0.0802017695,0.0378036972,同板块；过去20个交易日日收益率相关系数=0.7249，不低于阈值0.50；当前方向一致：龙头=8.0202%，候选=3.7804%，同为上涨
2021-02-18 15:00:00,2021-02-18,PF,EG,聚酯产业链,向上,0.5886321319,20,0.0802017695,0.0817449630,同板块；过去20个交易日日收益率相关系数=0.5886，不低于阈值0.50；当前方向一致：龙头=8.0202%，候选=8.1745%，同为上涨
2021-02-22 10:59:00,2021-02-22,CU,ZN,有色基本金属,向上,0.8339438250,20,0.0466748765,0.0160736082,同板块；过去20个交易日日收益率相关系数=0.8339，不低于阈值0.50；当前方向一致：龙头=4.6675%，候选=1.6074%，同为上涨
2021-02-22 10:59:00,2021-02-22,CU,AL,有色基本金属,向上,0.7580788210,20,0.0466748765,0.0172808393,同板块；过去20个交易日日收益率相关系数=0.7581，不低于阈值0.50；当前方向一致：龙头=4.6675%，候选=1.7281%，同为上涨
2021-02-22 10:59:00,2021-02-22,CU,NI,有色基本金属,向上,0.7300148814,20,0.0466748765,0.0202545367,同板块；过去20个交易日日收益率相关系数=0.7300，不低于阈值0.50；当前方向一致：龙头=4.6675%，候选=2.0255%，同为上涨
2021-02-22 10:59:00,2021-02-22,CU,SN,有色基本金属,向上,0.5528316457,20,0.0466748765,0.0606311662,同板块；过去20个交易日日收益率相关系数=0.5528，不低于阈值0.50；当前方向一致：龙头=4.6675%，候选=6.0631%，同为上涨
2021-02-22 11:30:00,2021-02-22,CU,ZN,有色基本金属,向上,0.8339438250,20,0.0474068904,0.0191465676,同板块；过去20个交易日日收益率相关系数=0.8339，不低于阈值0.50；当前方向一致：龙头=4.7407%，候选=1.9147%，同为上涨
2021-02-22 11:30:00,2021-02-22,CU,AL,有色基本金属,向上,0.7580788210,20,0.0474068904,0.0206426533,同板块；过去20个交易日日收益率相关系数=0.7581，不低于阈值0.50；当前方向一致：龙头=4.7407%，候选=2.0643%，同为上涨
2021-02-22 11:30:00,2021-02-22,CU,NI,有色基本金属,向上,0.7300148814,20,0.0474068904,0.0273667528,同板块；过去20个交易日日收益率相关系数=0.7300，不低于阈值0.50；当前方向一致：龙头=4.7407%，候选=2.7367%，同为上涨
2021-02-22 11:30:00,2021-02-22,CU,SN,有色基本金属,向上,0.5528316457,20,0.0474068904,0.0633954917,同板块；过去20个交易日日收益率相关系数=0.5528，不低于阈值0.50；当前方向一致：龙头=4.7407%，候选=6.3395%，同为上涨
2021-02-22 13:59:00,2021-02-22,CU,ZN,有色基本金属,向上,0.8339438250,20,0.0474077837,0.0232723467,同板块；过去20个交易日日收益率相关系数=0.8339，不低于阈值0.50；当前方向一致：龙头=4.7408%，候选=2.3272%，同为上涨
2021-02-22 13:59:00,2021-02-22,CU,AL,有色基本金属,向上,0.7580788210,20,0.0474077837,0.0238867418,同板块；过去20个交易日日收益率相关系数=0.7581，不低于阈值0.50；当前方向一致：龙头=4.7408%，候选=2.3887%，同为上涨
2021-02-22 13:59:00,2021-02-22,CU,NI,有色基本金属,向上,0.7300148814,20,0.0474077837,0.0267963058,同板块；过去20个交易日日收益率相关系数=0.7300，不低于阈值0.50；当前方向一致：龙头=4.7408%，候选=2.6796%，同为上涨
2021-02-22 13:59:00,2021-02-22,CU,SN,有色基本金属,向上,0.5528316457,20,0.0474077837,0.0719128645,同板块；过去20个交易日日收益率相关系数=0.5528，不低于阈值0.50；当前方向一致：龙头=4.7408%，候选=7.1913%，同为上涨
2021-02-22 13:59:00,2021-02-22,EG,TA,聚酯产业链,向上,0.7991600876,20,0.0733901947,0.0335218619,同板块；过去20个交易日日收益率相关系数=0.7992，不低于阈值0.50；当前方向一致：龙头=7.3390%，候选=3.3522%，同为上涨
2021-02-22 13:59:00,2021-02-22,EG,PF,聚酯产业链,向上,0.7685422751,20,0.0733901947,0.0581129743,同板块；过去20个交易日日收益率相关系数=0.7685，不低于阈值0.50；当前方向一致：龙头=7.3390%，候选=5.8113%，同为上涨
2021-02-22 14:59:00,2021-02-22,CU,ZN,有色基本金属,向上,0.8339438250,20,0.0474144615,0.0168417873,同板块；过去20个交易日日收益率相关系数=0.8339，不低于阈值0.50；当前方向一致：龙头=4.7414%，候选=1.6842%，同为上涨
2021-02-22 14:59:00,2021-02-22,CU,AL,有色基本金属,向上,0.7580788210,20,0.0474144615,0.0137683898,同板块；过去20个交易日日收益率相关系数=0.7581，不低于阈值0.50；当前方向一致：龙头=4.7414%，候选=1.3768%，同为上涨
2021-02-22 14:59:00,2021-02-22,CU,NI,有色基本金属,向上,0.7300148814,20,0.0474144615,0.0166593293,同板块；过去20个交易日日收益率相关系数=0.7300，不低于阈值0.50；当前方向一致：龙头=4.7414%，候选=1.6659%，同为上涨
2021-02-22 14:59:00,2021-02-22,CU,SN,有色基本金属,向上,0.5528316457,20,0.0474144615,0.0637620559,同板块；过去20个交易日日收益率相关系数=0.5528，不低于阈值0.50；当前方向一致：龙头=4.7414%，候选=6.3762%，同为上涨
2021-02-22 14:59:00,2021-02-22,EG,TA,聚酯产业链,向上,0.7991600876,20,0.0750374222,0.0302698943,同板块；过去20个交易日日收益率相关系数=0.7992，不低于阈值0.50；当前方向一致：龙头=7.5037%，候选=3.0270%，同为上涨
2021-02-22 14:59:00,2021-02-22,EG,PF,聚酯产业链,向上,0.7685422751,20,0.0750374222,0.0577425965,同板块；过去20个交易日日收益率相关系数=0.7685，不低于阈值0.50；当前方向一致：龙头=7.5037%，候选=5.7743%，同为上涨
2021-02-22 15:00:00,2021-02-22,CU,ZN,有色基本金属,向上,0.8339438250,20,0.0474152101,0.0162310115,同板块；过去20个交易日日收益率相关系数=0.8339，不低于阈值0.50；当前方向一致：龙头=4.7415%，候选=1.6231%，同为上涨
2021-02-22 15:00:00,2021-02-22,CU,AL,有色基本金属,向上,0.7580788210,20,0.0474152101,0.0141443846,同板块；过去20个交易日日收益率相关系数=0.7581，不低于阈值0.50；当前方向一致：龙头=4.7415%，候选=1.4144%，同为上涨
2021-02-22 15:00:00,2021-02-22,CU,NI,有色基本金属,向上,0.7300148814,20,0.0474152101,0.0155036929,同板块；过去20个交易日日收益率相关系数=0.7300，不低于阈值0.50；当前方向一致：龙头=4.7415%，候选=1.5504%，同为上涨
2021-02-22 15:00:00,2021-02-22,CU,SN,有色基本金属,向上,0.5528316457,20,0.0474152101,0.0619029044,同板块；过去20个交易日日收益率相关系数=0.5528，不低于阈值0.50；当前方向一致：龙头=4.7415%，候选=6.1903%，同为上涨
2021-02-22 15:00:00,2021-02-22,EG,TA,聚酯产业链,向上,0.7991600876,20,0.0759024647,0.0298125323,同板块；过去20个交易日日收益率相关系数=0.7992，不低于阈值0.50；当前方向一致：龙头=7.5902%，候选=2.9813%，同为上涨
2021-02-22 15:00:00,2021-02-22,EG,PF,聚酯产业链,向上,0.7685422751,20,0.0759024647,0.0559301674,同板块；过去20个交易日日收益率相关系数=0.7685，不低于阈值0.50；当前方向一致：龙头=7.5902%，候选=5.5930%，同为上涨
2021-02-23 10:59:00,2021-02-23,SC,BU,能源油品,向上,0.9235869485,20,0.0676760296,0.0436672603,同板块；过去20个交易日日收益率相关系数=0.9236，不低于阈值0.50；当前方向一致：龙头=6.7676%，候选=4.3667%，同为上涨
2021-02-23 10:59:00,2021-02-23,SC,LU,能源油品,向上,0.9090229050,20,0.0676760296,0.0432174922,同板块；过去20个交易日日收益率相关系数=0.9090，不低于阈值0.50；当前方向一致：龙头=6.7676%，候选=4.3217%，同为上涨
2021-02-23 10:59:00,2021-02-23,SC,FU,能源油品,向上,0.8505989578,20,0.0676760296,0.0497962579,同板块；过去20个交易日日收益率相关系数=0.8506，不低于阈值0.50；当前方向一致：龙头=6.7676%，候选=4.9796%，同为上涨
2021-02-25 09:59:00,2021-02-25,AL,ZN,有色基本金属,向上,0.6808343231,20,0.0497008379,0.0241450779,同板块；过去20个交易日日收益率相关系数=0.6808，不低于阈值0.50；当前方向一致：龙头=4.9701%，候选=2.4145%，同为上涨
2021-02-25 09:59:00,2021-02-25,AL,CU,有色基本金属,向上,0.6790340975,20,0.0497008379,0.0321241294,同板块；过去20个交易日日收益率相关系数=0.6790，不低于阈值0.50；当前方向一致：龙头=4.9701%，候选=3.2124%，同为上涨
2021-02-25 09:59:00,2021-02-25,AL,NI,有色基本金属,向上,0.5412845564,20,0.0497008379,0.0279162471,同板块；过去20个交易日日收益率相关系数=0.5413，不低于阈值0.50；当前方向一致：龙头=4.9701%，候选=2.7916%，同为上涨
2021-02-25 10:59:00,2021-02-25,AL,ZN,有色基本金属,向上,0.6808343231,20,0.0426821196,0.0205868313,同板块；过去20个交易日日收益率相关系数=0.6808，不低于阈值0.50；当前方向一致：龙头=4.2682%，候选=2.0587%，同为上涨
2021-02-25 10:59:00,2021-02-25,AL,CU,有色基本金属,向上,0.6790340975,20,0.0426821196,0.0341563044,同板块；过去20个交易日日收益率相关系数=0.6790，不低于阈值0.50；当前方向一致：龙头=4.2682%，候选=3.4156%，同为上涨
2021-02-25 10:59:00,2021-02-25,AL,NI,有色基本金属,向上,0.5412845564,20,0.0426821196,0.0282876829,同板块；过去20个交易日日收益率相关系数=0.5413，不低于阈值0.50；当前方向一致：龙头=4.2682%，候选=2.8288%，同为上涨
2021-02-25 11:30:00,2021-02-25,AL,ZN,有色基本金属,向上,0.6808343231,20,0.0514308834,0.0266886638,同板块；过去20个交易日日收益率相关系数=0.6808，不低于阈值0.50；当前方向一致：龙头=5.1431%，候选=2.6689%，同为上涨
2021-02-25 11:30:00,2021-02-25,AL,CU,有色基本金属,向上,0.6790340975,20,0.0514308834,0.0411594330,同板块；过去20个交易日日收益率相关系数=0.6790，不低于阈值0.50；当前方向一致：龙头=5.1431%，候选=4.1159%，同为上涨
2021-02-25 11:30:00,2021-02-25,AL,NI,有色基本金属,向上,0.5412845564,20,0.0514308834,0.0336355251,同板块；过去20个交易日日收益率相关系数=0.5413，不低于阈值0.50；当前方向一致：龙头=5.1431%，候选=3.3636%，同为上涨
2021-02-25 11:30:00,2021-02-25,RU,NR,橡胶,向上,0.9544938815,20,0.0641189754,0.0712819092,同板块；过去20个交易日日收益率相关系数=0.9545，不低于阈值0.50；当前方向一致：龙头=6.4119%，候选=7.1282%，同为上涨
2021-02-25 13:59:00,2021-02-25,AL,ZN,有色基本金属,向上,0.6808343231,20,0.0522287522,0.0250727335,同板块；过去20个交易日日收益率相关系数=0.6808，不低于阈值0.50；当前方向一致：龙头=5.2229%，候选=2.5073%，同为上涨
2021-02-25 13:59:00,2021-02-25,AL,CU,有色基本金属,向上,0.6790340975,20,0.0522287522,0.0367667498,同板块；过去20个交易日日收益率相关系数=0.6790，不低于阈值0.50；当前方向一致：龙头=5.2229%，候选=3.6767%，同为上涨
2021-02-25 13:59:00,2021-02-25,AL,NI,有色基本金属,向上,0.5412845564,20,0.0522287522,0.0293623217,同板块；过去20个交易日日收益率相关系数=0.5413，不低于阈值0.50；当前方向一致：龙头=5.2229%，候选=2.9362%，同为上涨
2021-02-25 13:59:00,2021-02-25,RU,NR,橡胶,向上,0.9544938815,20,0.0641665705,0.0713671795,同板块；过去20个交易日日收益率相关系数=0.9545，不低于阈值0.50；当前方向一致：龙头=6.4167%，候选=7.1367%，同为上涨
2021-02-25 14:59:00,2021-02-25,AL,ZN,有色基本金属,向上,0.6808343231,20,0.0498615074,0.0182629089,同板块；过去20个交易日日收益率相关系数=0.6808，不低于阈值0.50；当前方向一致：龙头=4.9862%，候选=1.8263%，同为上涨
2021-02-25 14:59:00,2021-02-25,AL,CU,有色基本金属,向上,0.6790340975,20,0.0498615074,0.0332528032,同板块；过去20个交易日日收益率相关系数=0.6790，不低于阈值0.50；当前方向一致：龙头=4.9862%，候选=3.3253%，同为上涨
2021-02-25 14:59:00,2021-02-25,AL,NI,有色基本金属,向上,0.5412845564,20,0.0498615074,0.0189983252,同板块；过去20个交易日日收益率相关系数=0.5413，不低于阈值0.50；当前方向一致：龙头=4.9862%，候选=1.8998%，同为上涨
2021-02-25 15:00:00,2021-02-25,AL,ZN,有色基本金属,向上,0.6808343231,20,0.0499233937,0.0178197961,同板块；过去20个交易日日收益率相关系数=0.6808，不低于阈值0.50；当前方向一致：龙头=4.9923%，候选=1.7820%，同为上涨
2021-02-25 15:00:00,2021-02-25,AL,CU,有色基本金属,向上,0.6790340975,20,0.0499233937,0.0331571719,同板块；过去20个交易日日收益率相关系数=0.6790，不低于阈值0.50；当前方向一致：龙头=4.9923%，候选=3.3157%，同为上涨
2021-02-25 15:00:00,2021-02-25,AL,NI,有色基本金属,向上,0.5412845564,20,0.0499233937,0.0190301537,同板块；过去20个交易日日收益率相关系数=0.5413，不低于阈值0.50；当前方向一致：龙头=4.9923%，候选=1.9030%，同为上涨
2021-04-23 14:59:00,2021-04-23,SM,SF,铁合金,向上,0.8639052584,20,0.0298481412,0.0271423965,同板块；过去20个交易日日收益率相关系数=0.8639，不低于阈值0.50；当前方向一致：龙头=2.9848%，候选=2.7142%，同为上涨
2021-04-23 15:00:00,2021-04-23,SM,SF,铁合金,向上,0.8639052584,20,0.0328199831,0.0272616950,同板块；过去20个交易日日收益率相关系数=0.8639，不低于阈值0.50；当前方向一致：龙头=3.2820%，候选=2.7262%，同为上涨
2021-04-29 09:59:00,2021-04-29,SN,CU,有色基本金属,向上,0.6813686774,20,0.0395466162,0.0198355147,同板块；过去20个交易日日收益率相关系数=0.6814，不低于阈值0.50；当前方向一致：龙头=3.9547%，候选=1.9836%，同为上涨
2021-04-29 09:59:00,2021-04-29,SN,NI,有色基本金属,向上,0.6032900627,20,0.0395466162,0.0192037181,同板块；过去20个交易日日收益率相关系数=0.6033，不低于阈值0.50；当前方向一致：龙头=3.9547%，候选=1.9204%，同为上涨
2021-04-29 09:59:00,2021-04-29,SN,ZN,有色基本金属,向上,0.5412048577,20,0.0395466162,0.0042869113,同板块；过去20个交易日日收益率相关系数=0.5412，不低于阈值0.50；当前方向一致：龙头=3.9547%，候选=0.4287%，同为上涨
2021-04-29 11:30:00,2021-04-29,SN,CU,有色基本金属,向上,0.6813686774,20,0.0380089070,0.0169736475,同板块；过去20个交易日日收益率相关系数=0.6814，不低于阈值0.50；当前方向一致：龙头=3.8009%，候选=1.6974%，同为上涨
2021-04-29 11:30:00,2021-04-29,SN,NI,有色基本金属,向上,0.6032900627,20,0.0380089070,0.0195719835,同板块；过去20个交易日日收益率相关系数=0.6033，不低于阈值0.50；当前方向一致：龙头=3.8009%，候选=1.9572%，同为上涨
2021-04-29 11:30:00,2021-04-29,SN,ZN,有色基本金属,向上,0.5412048577,20,0.0380089070,0.0044224578,同板块；过去20个交易日日收益率相关系数=0.5412，不低于阈值0.50；当前方向一致：龙头=3.8009%，候选=0.4422%，同为上涨
2021-04-29 13:59:00,2021-04-29,SN,CU,有色基本金属,向上,0.6813686774,20,0.0436074254,0.0208018971,同板块；过去20个交易日日收益率相关系数=0.6814，不低于阈值0.50；当前方向一致：龙头=4.3607%，候选=2.0802%，同为上涨
2021-04-29 13:59:00,2021-04-29,SN,NI,有色基本金属,向上,0.6032900627,20,0.0436074254,0.0240565307,同板块；过去20个交易日日收益率相关系数=0.6033，不低于阈值0.50；当前方向一致：龙头=4.3607%，候选=2.4057%，同为上涨
2021-04-29 13:59:00,2021-04-29,SN,ZN,有色基本金属,向上,0.5412048577,20,0.0436074254,0.0172419016,同板块；过去20个交易日日收益率相关系数=0.5412，不低于阈值0.50；当前方向一致：龙头=4.3607%，候选=1.7242%，同为上涨
2021-04-29 14:59:00,2021-04-29,SN,CU,有色基本金属,向上,0.6813686774,20,0.0381991965,0.0145348497,同板块；过去20个交易日日收益率相关系数=0.6814，不低于阈值0.50；当前方向一致：龙头=3.8199%，候选=1.4535%，同为上涨
2021-04-29 14:59:00,2021-04-29,SN,NI,有色基本金属,向上,0.6032900627,20,0.0381991965,0.0203133421,同板块；过去20个交易日日收益率相关系数=0.6033，不低于阈值0.50；当前方向一致：龙头=3.8199%，候选=2.0313%，同为上涨
2021-04-29 14:59:00,2021-04-29,SN,ZN,有色基本金属,向上,0.5412048577,20,0.0381991965,0.0065001130,同板块；过去20个交易日日收益率相关系数=0.5412，不低于阈值0.50；当前方向一致：龙头=3.8199%，候选=0.6500%，同为上涨
2021-05-06 13:59:00,2021-05-06,RM,M,油脂油料,向上,0.8630372279,20,0.0397068069,0.0305621808,同板块；过去20个交易日日收益率相关系数=0.8630，不低于阈值0.50；当前方向一致：龙头=3.9707%，候选=3.0562%，同为上涨
2021-05-06 13:59:00,2021-05-06,RM,B,油脂油料,向上,0.6974200302,20,0.0397068069,0.0394637744,同板块；过去20个交易日日收益率相关系数=0.6974，不低于阈值0.50；当前方向一致：龙头=3.9707%，候选=3.9464%，同为上涨
2021-05-11 22:59:00,2021-05-12,SR,CY,软商品纺织,向上,0.5609277148,20,0.0325375113,0.0141415388,同板块；过去20个交易日日收益率相关系数=0.5609，不低于阈值0.50；当前方向一致：龙头=3.2538%，候选=1.4142%，同为上涨
2021-05-11 22:59:00,2021-05-12,SR,CF,软商品纺织,向上,0.5269788683,20,0.0325375113,0.0125982012,同板块；过去20个交易日日收益率相关系数=0.5270，不低于阈值0.50；当前方向一致：龙头=3.2538%，候选=1.2598%，同为上涨
2021-05-11 23:00:00,2021-05-12,SR,CY,软商品纺织,向上,0.5609277148,20,0.0300038538,0.0125336956,同板块；过去20个交易日日收益率相关系数=0.5609，不低于阈值0.50；当前方向一致：龙头=3.0004%，候选=1.2534%，同为上涨
2021-05-11 23:00:00,2021-05-12,SR,CF,软商品纺织,向上,0.5269788683,20,0.0300038538,0.0123562076,同板块；过去20个交易日日收益率相关系数=0.5270，不低于阈值0.50；当前方向一致：龙头=3.0004%，候选=1.2356%，同为上涨
2021-05-12 09:59:00,2021-05-12,SR,CY,软商品纺织,向上,0.5609277148,20,0.0294265528,0.0217991961,同板块；过去20个交易日日收益率相关系数=0.5609，不低于阈值0.50；当前方向一致：龙头=2.9427%，候选=2.1799%，同为上涨
2021-05-12 09:59:00,2021-05-12,SR,CF,软商品纺织,向上,0.5269788683,20,0.0294265528,0.0202241000,同板块；过去20个交易日日收益率相关系数=0.5270，不低于阈值0.50；当前方向一致：龙头=2.9427%，候选=2.0224%，同为上涨
2021-05-12 10:59:00,2021-05-12,SR,CY,软商品纺织,向上,0.5609277148,20,0.0322627072,0.0213981013,同板块；过去20个交易日日收益率相关系数=0.5609，不低于阈值0.50；当前方向一致：龙头=3.2263%，候选=2.1398%，同为上涨
2021-05-12 10:59:00,2021-05-12,SR,CF,软商品纺织,向上,0.5269788683,20,0.0322627072,0.0207718502,同板块；过去20个交易日日收益率相关系数=0.5270，不低于阈值0.50；当前方向一致：龙头=3.2263%，候选=2.0772%，同为上涨
2021-05-12 11:30:00,2021-05-12,SR,CY,软商品纺织,向上,0.5609277148,20,0.0307599773,0.0214008825,同板块；过去20个交易日日收益率相关系数=0.5609，不低于阈值0.50；当前方向一致：龙头=3.0760%，候选=2.1401%，同为上涨
2021-05-12 11:30:00,2021-05-12,SR,CF,软商品纺织,向上,0.5269788683,20,0.0307599773,0.0214049420,同板块；过去20个交易日日收益率相关系数=0.5270，不低于阈值0.50；当前方向一致：龙头=3.0760%，候选=2.1405%，同为上涨
2021-05-12 13:59:00,2021-05-12,SR,CY,软商品纺织,向上,0.5609277148,20,0.0298456743,0.0201893548,同板块；过去20个交易日日收益率相关系数=0.5609，不低于阈值0.50；当前方向一致：龙头=2.9846%，候选=2.0189%，同为上涨
2021-05-12 13:59:00,2021-05-12,SR,CF,软商品纺织,向上,0.5269788683,20,0.0298456743,0.0217295371,同板块；过去20个交易日日收益率相关系数=0.5270，不低于阈值0.50；当前方向一致：龙头=2.9846%，候选=2.1730%，同为上涨
2021-05-12 14:59:00,2021-05-12,EG,PF,聚酯产业链,向上,0.6254186523,20,0.0513820209,0.0208905735,同板块；过去20个交易日日收益率相关系数=0.6254，不低于阈值0.50；当前方向一致：龙头=5.1382%，候选=2.0891%，同为上涨
2021-05-12 14:59:00,2021-05-12,EG,TA,聚酯产业链,向上,0.5830861838,20,0.0513820209,0.0217563764,同板块；过去20个交易日日收益率相关系数=0.5831，不低于阈值0.50；当前方向一致：龙头=5.1382%，候选=2.1756%，同为上涨
2021-05-12 14:59:00,2021-05-12,SR,CY,软商品纺织,向上,0.5609277148,20,0.0287261120,0.0201779220,同板块；过去20个交易日日收益率相关系数=0.5609，不低于阈值0.50；当前方向一致：龙头=2.8726%，候选=2.0178%，同为上涨
2021-05-12 14:59:00,2021-05-12,SR,CF,软商品纺织,向上,0.5269788683,20,0.0287261120,0.0262352998,同板块；过去20个交易日日收益率相关系数=0.5270，不低于阈值0.50；当前方向一致：龙头=2.8726%，候选=2.6235%，同为上涨
2021-05-12 15:00:00,2021-05-12,EG,PF,聚酯产业链,向上,0.6254186523,20,0.0520299324,0.0216599320,同板块；过去20个交易日日收益率相关系数=0.6254，不低于阈值0.50；当前方向一致：龙头=5.2030%，候选=2.1660%，同为上涨
2021-05-12 15:00:00,2021-05-12,EG,TA,聚酯产业链,向上,0.5830861838,20,0.0520299324,0.0223885446,同板块；过去20个交易日日收益率相关系数=0.5831，不低于阈值0.50；当前方向一致：龙头=5.2030%，候选=2.2389%，同为上涨
2021-05-12 15:00:00,2021-05-12,SR,CY,软商品纺织,向上,0.5609277148,20,0.0280705072,0.0183692125,同板块；过去20个交易日日收益率相关系数=0.5609，不低于阈值0.50；当前方向一致：龙头=2.8071%，候选=1.8369%，同为上涨
2021-05-12 15:00:00,2021-05-12,SR,CF,软商品纺织,向上,0.5269788683,20,0.0280705072,0.0262694320,同板块；过去20个交易日日收益率相关系数=0.5270，不低于阈值0.50；当前方向一致：龙头=2.8071%，候选=2.6269%，同为上涨
2021-05-14 21:59:00,2021-05-17,PG,SC,能源油品,向上,0.5014773585,20,0.0407838078,0.0238070199,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=4.0784%，候选=2.3807%，同为上涨
2021-05-17 09:59:00,2021-05-17,PG,SC,能源油品,向上,0.5014773585,20,0.0357903509,0.0320200181,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=3.5790%，候选=3.2020%，同为上涨
2021-05-17 10:59:00,2021-05-17,PG,SC,能源油品,向上,0.5014773585,20,0.0404153258,0.0362325005,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=4.0415%，候选=3.6233%，同为上涨
2021-05-17 11:30:00,2021-05-17,PG,SC,能源油品,向上,0.5014773585,20,0.0415515669,0.0358861340,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=4.1552%，候选=3.5886%，同为上涨
2021-05-17 13:59:00,2021-05-17,PG,SC,能源油品,向上,0.5014773585,20,0.0361570633,0.0263866778,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=3.6157%，候选=2.6387%，同为上涨
2021-05-18 13:59:00,2021-05-18,ZN,CU,有色基本金属,向上,0.7909698932,20,0.0488248507,0.0165611908,同板块；过去20个交易日日收益率相关系数=0.7910，不低于阈值0.50；当前方向一致：龙头=4.8825%，候选=1.6561%，同为上涨
2021-05-18 13:59:00,2021-05-18,ZN,AL,有色基本金属,向上,0.6100879162,20,0.0488248507,0.0021044287,同板块；过去20个交易日日收益率相关系数=0.6101，不低于阈值0.50；当前方向一致：龙头=4.8825%，候选=0.2104%，同为上涨
