识别时间,交易日,龙头品种,跟涨品种,板块,方向,20日收益率相关系数,相关样本数,龙头当前涨跌幅,跟涨品种当前涨跌幅,触发原因
2018-02-26 09:59:00,2018-02-26,CS,C,谷物淀粉,向上,0.8785483205,20,0.0172284154,0.0110270528,同板块；过去20个交易日日收益率相关系数=0.8785，不低于阈值0.50；当前方向一致：龙头=1.7228%，候选=1.1027%，同为上涨
2018-02-26 13:59:00,2018-02-26,CS,C,谷物淀粉,向上,0.8785483205,20,0.0175164142,0.0076990173,同板块；过去20个交易日日收益率相关系数=0.8785，不低于阈值0.50；当前方向一致：龙头=1.7516%，候选=0.7699%，同为上涨
2018-02-26 14:59:00,2018-02-26,CS,C,谷物淀粉,向上,0.8785483205,20,0.0180638683,0.0073835590,同板块；过去20个交易日日收益率相关系数=0.8785，不低于阈值0.50；当前方向一致：龙头=1.8064%，候选=0.7384%，同为上涨
2018-02-26 15:00:00,2018-02-26,CS,C,谷物淀粉,向上,0.8785483205,20,0.0181912388,0.0073751054,同板块；过去20个交易日日收益率相关系数=0.8785，不低于阈值0.50；当前方向一致：龙头=1.8191%，候选=0.7375%，同为上涨
2018-03-02 11:30:00,2018-03-02,RM,M,油脂油料,向上,0.9519253859,20,0.0361097663,0.0280736397,同板块；过去20个交易日日收益率相关系数=0.9519，不低于阈值0.50；当前方向一致：龙头=3.6110%，候选=2.8074%，同为上涨
2018-03-02 13:59:00,2018-03-02,RM,M,油脂油料,向上,0.9519253859,20,0.0359949332,0.0281634690,同板块；过去20个交易日日收益率相关系数=0.9519，不低于阈值0.50；当前方向一致：龙头=3.5995%，候选=2.8163%，同为上涨
2018-03-23 15:00:00,2018-03-23,RB,HC,黑色钢矿,向下,0.9002439827,20,-0.0644526593,-0.0574477535,同板块；过去20个交易日日收益率相关系数=0.9002，不低于阈值0.50；当前方向一致：龙头=-6.4453%，候选=-5.7448%，同为下跌
2018-03-23 15:00:00,2018-03-23,RB,I,黑色钢矿,向下,0.8286127827,20,-0.0644526593,-0.0607031867,同板块；过去20个交易日日收益率相关系数=0.8286，不低于阈值0.50；当前方向一致：龙头=-6.4453%，候选=-6.0703%，同为下跌
2018-03-30 11:30:00,2018-03-30,M,RM,油脂油料,向上,0.9401447066,20,0.0465062848,0.0382322587,同板块；过去20个交易日日收益率相关系数=0.9401，不低于阈值0.50；当前方向一致：龙头=4.6506%，候选=3.8232%，同为上涨
2018-03-30 11:30:00,2018-03-30,M,A,油脂油料,向上,0.6569529647,20,0.0465062848,0.0201057614,同板块；过去20个交易日日收益率相关系数=0.6570，不低于阈值0.50；当前方向一致：龙头=4.6506%，候选=2.0106%，同为上涨
2018-03-30 13:59:00,2018-03-30,M,RM,油脂油料,向上,0.9401447066,20,0.0460260051,0.0412403304,同板块；过去20个交易日日收益率相关系数=0.9401，不低于阈值0.50；当前方向一致：龙头=4.6026%，候选=4.1240%，同为上涨
2018-03-30 13:59:00,2018-03-30,M,A,油脂油料,向上,0.6569529647,20,0.0460260051,0.0093360633,同板块；过去20个交易日日收益率相关系数=0.6570，不低于阈值0.50；当前方向一致：龙头=4.6026%，候选=0.9336%，同为上涨
2018-03-30 14:59:00,2018-03-30,M,RM,油脂油料,向上,0.9401447066,20,0.0452907749,0.0388638687,同板块；过去20个交易日日收益率相关系数=0.9401，不低于阈值0.50；当前方向一致：龙头=4.5291%，候选=3.8864%，同为上涨
2018-03-30 14:59:00,2018-03-30,M,A,油脂油料,向上,0.6569529647,20,0.0452907749,0.0045911708,同板块；过去20个交易日日收益率相关系数=0.6570，不低于阈值0.50；当前方向一致：龙头=4.5291%，候选=0.4591%，同为上涨
2018-03-30 15:00:00,2018-03-30,M,RM,油脂油料,向上,0.9401447066,20,0.0456746514,0.0384285191,同板块；过去20个交易日日收益率相关系数=0.9401，不低于阈值0.50；当前方向一致：龙头=4.5675%，候选=3.8429%，同为上涨
2018-03-30 15:00:00,2018-03-30,M,A,油脂油料,向上,0.6569529647,20,0.0456746514,0.0039722883,同板块；过去20个交易日日收益率相关系数=0.6570，不低于阈值0.50；当前方向一致：龙头=4.5675%，候选=0.3972%，同为上涨
2018-04-09 11:30:00,2018-04-09,RM,M,油脂油料,向上,0.9637483605,20,0.0417587359,0.0488584603,同板块；过去20个交易日日收益率相关系数=0.9637，不低于阈值0.50；当前方向一致：龙头=4.1759%，候选=4.8858%，同为上涨
2018-04-09 11:30:00,2018-04-09,RM,A,油脂油料,向上,0.5144489850,20,0.0417587359,0.0259105878,同板块；过去20个交易日日收益率相关系数=0.5144，不低于阈值0.50；当前方向一致：龙头=4.1759%，候选=2.5911%，同为上涨
2018-04-09 13:59:00,2018-04-09,RM,M,油脂油料,向上,0.9637483605,20,0.0413852544,0.0433140325,同板块；过去20个交易日日收益率相关系数=0.9637，不低于阈值0.50；当前方向一致：龙头=4.1385%，候选=4.3314%，同为上涨
2018-04-09 13:59:00,2018-04-09,RM,A,油脂油料,向上,0.5144489850,20,0.0413852544,0.0266074278,同板块；过去20个交易日日收益率相关系数=0.5144，不低于阈值0.50；当前方向一致：龙头=4.1385%，候选=2.6607%，同为上涨
2018-04-19 13:59:00,2018-04-19,AL,CU,有色基本金属,向上,0.6044522667,20,0.0331556203,0.0147183253,同板块；过去20个交易日日收益率相关系数=0.6045，不低于阈值0.50；当前方向一致：龙头=3.3156%，候选=1.4718%，同为上涨
2018-04-19 13:59:00,2018-04-19,AL,NI,有色基本金属,向上,0.5030843064,20,0.0331556203,0.0292467902,同板块；过去20个交易日日收益率相关系数=0.5031，不低于阈值0.50；当前方向一致：龙头=3.3156%，候选=2.9247%，同为上涨
2018-04-19 14:59:00,2018-04-19,AL,CU,有色基本金属,向上,0.6044522667,20,0.0301346822,0.0158709770,同板块；过去20个交易日日收益率相关系数=0.6045，不低于阈值0.50；当前方向一致：龙头=3.0135%，候选=1.5871%，同为上涨
2018-04-19 14:59:00,2018-04-19,AL,NI,有色基本金属,向上,0.5030843064,20,0.0301346822,0.0318431725,同板块；过去20个交易日日收益率相关系数=0.5031，不低于阈值0.50；当前方向一致：龙头=3.0135%，候选=3.1843%，同为上涨
2018-04-19 14:59:00,2018-04-19,AG,AU,贵金属,向上,0.8547403022,20,0.0228830460,0.0026322862,同板块；过去20个交易日日收益率相关系数=0.8547，不低于阈值0.50；当前方向一致：龙头=2.2883%，候选=0.2632%，同为上涨
2018-04-19 15:00:00,2018-04-19,AL,CU,有色基本金属,向上,0.6044522667,20,0.0300897394,0.0161273140,同板块；过去20个交易日日收益率相关系数=0.6045，不低于阈值0.50；当前方向一致：龙头=3.0090%，候选=1.6127%，同为上涨
2018-04-19 15:00:00,2018-04-19,AL,NI,有色基本金属,向上,0.5030843064,20,0.0300897394,0.0314889786,同板块；过去20个交易日日收益率相关系数=0.5031，不低于阈值0.50；当前方向一致：龙头=3.0090%，候选=3.1489%，同为上涨
2018-04-19 15:00:00,2018-04-19,AG,AU,贵金属,向上,0.8547403022,20,0.0240989710,0.0027823028,同板块；过去20个交易日日收益率相关系数=0.8547，不低于阈值0.50；当前方向一致：龙头=2.4099%，候选=0.2782%，同为上涨
2018-05-17 13:59:00,2018-05-17,CY,CF,软商品纺织,向上,0.5488031964,20,0.0396117204,0.0014438721,同板块；过去20个交易日日收益率相关系数=0.5488，不低于阈值0.50；当前方向一致：龙头=3.9612%，候选=0.1444%，同为上涨
2018-05-17 15:00:00,2018-05-17,CY,CF,软商品纺织,向上,0.5488031964,20,0.0366363387,0.0000715584,同板块；过去20个交易日日收益率相关系数=0.5488，不低于阈值0.50；当前方向一致：龙头=3.6636%，候选=0.0072%，同为上涨
2018-05-21 10:59:00,2018-05-21,CF,CY,软商品纺织,向上,0.5240517220,20,0.0297621568,0.0348879837,同板块；过去20个交易日日收益率相关系数=0.5241，不低于阈值0.50；当前方向一致：龙头=2.9762%，候选=3.4888%，同为上涨
2018-05-21 11:30:00,2018-05-21,CF,CY,软商品纺织,向上,0.5240517220,20,0.0304792620,0.0348796165,同板块；过去20个交易日日收益率相关系数=0.5241，不低于阈值0.50；当前方向一致：龙头=3.0479%，候选=3.4880%，同为上涨
2018-05-21 14:59:00,2018-05-21,CF,CY,软商品纺织,向上,0.5240517220,20,0.0324377637,0.0348684837,同板块；过去20个交易日日收益率相关系数=0.5241，不低于阈值0.50；当前方向一致：龙头=3.2438%，候选=3.4868%，同为上涨
2018-05-21 15:00:00,2018-05-21,CF,CY,软商品纺织,向上,0.5240517220,20,0.0325699523,0.0348684837,同板块；过去20个交易日日收益率相关系数=0.5241，不低于阈值0.50；当前方向一致：龙头=3.2570%，候选=3.4868%，同为上涨
2018-05-24 10:59:00,2018-05-24,C,CS,谷物淀粉,向上,0.5566500810,20,0.0166328615,0.0187478967,同板块；过去20个交易日日收益率相关系数=0.5567，不低于阈值0.50；当前方向一致：龙头=1.6633%，候选=1.8748%，同为上涨
2018-05-24 11:30:00,2018-05-24,C,CS,谷物淀粉,向上,0.5566500810,20,0.0169605119,0.0221329673,同板块；过去20个交易日日收益率相关系数=0.5567，不低于阈值0.50；当前方向一致：龙头=1.6961%，候选=2.2133%，同为上涨
2018-05-24 13:59:00,2018-05-24,C,CS,谷物淀粉,向上,0.5566500810,20,0.0162906531,0.0213118491,同板块；过去20个交易日日收益率相关系数=0.5567，不低于阈值0.50；当前方向一致：龙头=1.6291%，候选=2.1312%，同为上涨
2018-05-24 14:59:00,2018-05-24,C,CS,谷物淀粉,向上,0.5566500810,20,0.0131595910,0.0141642656,同板块；过去20个交易日日收益率相关系数=0.5567，不低于阈值0.50；当前方向一致：龙头=1.3160%，候选=1.4164%，同为上涨
2018-05-24 15:00:00,2018-05-24,C,CS,谷物淀粉,向上,0.5566500810,20,0.0133894434,0.0137282575,同板块；过去20个交易日日收益率相关系数=0.5567，不低于阈值0.50；当前方向一致：龙头=1.3389%，候选=1.3728%，同为上涨
2018-06-11 09:59:00,2018-06-11,AG,AU,贵金属,向上,0.5987433322,20,0.0196028814,0.0044136269,同板块；过去20个交易日日收益率相关系数=0.5987，不低于阈值0.50；当前方向一致：龙头=1.9603%，候选=0.4414%，同为上涨
2018-06-11 10:59:00,2018-06-11,AG,AU,贵金属,向上,0.5987433322,20,0.0175774820,0.0036896193,同板块；过去20个交易日日收益率相关系数=0.5987，不低于阈值0.50；当前方向一致：龙头=1.7577%，候选=0.3690%，同为上涨
2018-06-11 11:30:00,2018-06-11,AG,AU,贵金属,向上,0.5987433322,20,0.0167871664,0.0035093362,同板块；过去20个交易日日收益率相关系数=0.5987，不低于阈值0.50；当前方向一致：龙头=1.6787%，候选=0.3509%，同为上涨
2018-06-11 13:59:00,2018-06-11,AG,AU,贵金属,向上,0.5987433322,20,0.0157319702,0.0025938689,同板块；过去20个交易日日收益率相关系数=0.5987，不低于阈值0.50；当前方向一致：龙头=1.5732%，候选=0.2594%，同为上涨
2018-06-27 14:59:00,2018-06-27,SC,BU,能源油品,向上,0.5759197827,20,0.0305034628,0.0205320432,同板块；过去20个交易日日收益率相关系数=0.5759，不低于阈值0.50；当前方向一致：龙头=3.0503%，候选=2.0532%，同为上涨
2018-07-16 09:59:00,2018-07-16,C,CS,谷物淀粉,向上,0.5658417451,20,0.0116649818,0.0139232243,同板块；过去20个交易日日收益率相关系数=0.5658，不低于阈值0.50；当前方向一致：龙头=1.1665%，候选=1.3923%，同为上涨
2018-07-16 10:59:00,2018-07-16,C,CS,谷物淀粉,向上,0.5658417451,20,0.0119563411,0.0145820045,同板块；过去20个交易日日收益率相关系数=0.5658，不低于阈值0.50；当前方向一致：龙头=1.1956%，候选=1.4582%，同为上涨
2018-07-16 11:30:00,2018-07-16,C,CS,谷物淀粉,向上,0.5658417451,20,0.0106063216,0.0162804538,同板块；过去20个交易日日收益率相关系数=0.5658，不低于阈值0.50；当前方向一致：龙头=1.0606%，候选=1.6280%，同为上涨
2018-07-16 13:59:00,2018-07-16,C,CS,谷物淀粉,向上,0.5658417451,20,0.0100994406,0.0147953444,同板块；过去20个交易日日收益率相关系数=0.5658，不低于阈值0.50；当前方向一致：龙头=1.0099%，候选=1.4795%，同为上涨
2018-07-16 14:59:00,2018-07-16,CS,C,谷物淀粉,向上,0.5658417451,20,0.0155554784,0.0086747966,同板块；过去20个交易日日收益率相关系数=0.5658，不低于阈值0.50；当前方向一致：龙头=1.5555%，候选=0.8675%，同为上涨
2018-07-16 15:00:00,2018-07-16,CS,C,谷物淀粉,向上,0.5658417451,20,0.0156955112,0.0086956839,同板块；过去20个交易日日收益率相关系数=0.5658，不低于阈值0.50；当前方向一致：龙头=1.5696%，候选=0.8696%，同为上涨
2018-07-27 09:59:00,2018-07-27,I,HC,黑色钢矿,向上,0.6946842381,20,0.0282477839,0.0159575542,同板块；过去20个交易日日收益率相关系数=0.6947，不低于阈值0.50；当前方向一致：龙头=2.8248%，候选=1.5958%，同为上涨
2018-07-27 09:59:00,2018-07-27,I,RB,黑色钢矿,向上,0.5917756618,20,0.0282477839,0.0125125730,同板块；过去20个交易日日收益率相关系数=0.5918，不低于阈值0.50；当前方向一致：龙头=2.8248%，候选=1.2513%，同为上涨
2018-07-27 10:59:00,2018-07-27,I,HC,黑色钢矿,向上,0.6946842381,20,0.0287262925,0.0168178029,同板块；过去20个交易日日收益率相关系数=0.6947，不低于阈值0.50；当前方向一致：龙头=2.8726%，候选=1.6818%，同为上涨
2018-07-27 10:59:00,2018-07-27,I,RB,黑色钢矿,向上,0.5917756618,20,0.0287262925,0.0133574049,同板块；过去20个交易日日收益率相关系数=0.5918，不低于阈值0.50；当前方向一致：龙头=2.8726%，候选=1.3357%，同为上涨
2018-07-27 11:30:00,2018-07-27,I,HC,黑色钢矿,向上,0.6946842381,20,0.0259436202,0.0182343759,同板块；过去20个交易日日收益率相关系数=0.6947，不低于阈值0.50；当前方向一致：龙头=2.5944%，候选=1.8234%，同为上涨
2018-07-27 11:30:00,2018-07-27,I,RB,黑色钢矿,向上,0.5917756618,20,0.0259436202,0.0150215707,同板块；过去20个交易日日收益率相关系数=0.5918，不低于阈值0.50；当前方向一致：龙头=2.5944%，候选=1.5022%，同为上涨
2018-07-27 13:59:00,2018-07-27,I,HC,黑色钢矿,向上,0.6946842381,20,0.0275140173,0.0191100557,同板块；过去20个交易日日收益率相关系数=0.6947，不低于阈值0.50；当前方向一致：龙头=2.7514%，候选=1.9110%，同为上涨
2018-07-27 13:59:00,2018-07-27,I,RB,黑色钢矿,向上,0.5917756618,20,0.0275140173,0.0177217090,同板块；过去20个交易日日收益率相关系数=0.5918，不低于阈值0.50；当前方向一致：龙头=2.7514%，候选=1.7722%，同为上涨
2018-07-27 14:59:00,2018-07-27,I,HC,黑色钢矿,向上,0.6946842381,20,0.0327011994,0.0237249520,同板块；过去20个交易日日收益率相关系数=0.6947，不低于阈值0.50；当前方向一致：龙头=3.2701%，候选=2.3725%，同为上涨
2018-07-27 14:59:00,2018-07-27,I,RB,黑色钢矿,向上,0.5917756618,20,0.0327011994,0.0242841162,同板块；过去20个交易日日收益率相关系数=0.5918，不低于阈值0.50；当前方向一致：龙头=3.2701%，候选=2.4284%，同为上涨
2018-07-27 15:00:00,2018-07-27,I,HC,黑色钢矿,向上,0.6946842381,20,0.0326183547,0.0237592376,同板块；过去20个交易日日收益率相关系数=0.6947，不低于阈值0.50；当前方向一致：龙头=3.2618%，候选=2.3759%，同为上涨
2018-07-27 15:00:00,2018-07-27,I,RB,黑色钢矿,向上,0.5917756618,20,0.0326183547,0.0245106052,同板块；过去20个交易日日收益率相关系数=0.5918，不低于阈值0.50；当前方向一致：龙头=3.2618%，候选=2.4511%，同为上涨
2018-07-30 22:59:00,2018-07-31,CF,CY,软商品纺织,向上,0.9711398535,20,0.0266056936,0.0198865964,同板块；过去20个交易日日收益率相关系数=0.9711，不低于阈值0.50；当前方向一致：龙头=2.6606%，候选=1.9887%，同为上涨
2018-07-30 23:30:00,2018-07-31,CY,CF,软商品纺织,向上,0.9711398535,20,0.0176341716,0.0259985344,同板块；过去20个交易日日收益率相关系数=0.9711，不低于阈值0.50；当前方向一致：龙头=1.7634%，候选=2.5999%，同为上涨
2018-07-31 09:59:00,2018-07-31,CY,CF,软商品纺织,向上,0.9711398535,20,0.0185882163,0.0220406943,同板块；过去20个交易日日收益率相关系数=0.9711，不低于阈值0.50；当前方向一致：龙头=1.8588%，候选=2.2041%，同为上涨
2018-07-31 10:59:00,2018-07-31,CF,CY,软商品纺织,向上,0.9711398535,20,0.0315719596,0.0234765480,同板块；过去20个交易日日收益率相关系数=0.9711，不低于阈值0.50；当前方向一致：龙头=3.1572%，候选=2.3477%，同为上涨
2018-07-31 11:30:00,2018-07-31,CF,CY,软商品纺织,向上,0.9711398535,20,0.0310837654,0.0218913526,同板块；过去20个交易日日收益率相关系数=0.9711，不低于阈值0.50；当前方向一致：龙头=3.1084%，候选=2.1891%，同为上涨
2018-07-31 14:59:00,2018-07-31,CY,CF,软商品纺织,向上,0.9711398535,20,0.0177536149,0.0237425381,同板块；过去20个交易日日收益率相关系数=0.9711，不低于阈值0.50；当前方向一致：龙头=1.7754%，候选=2.3743%，同为上涨
2018-07-31 15:00:00,2018-07-31,CY,CF,软商品纺织,向上,0.9711398535,20,0.0207055454,0.0238046557,同板块；过去20个交易日日收益率相关系数=0.9711，不低于阈值0.50；当前方向一致：龙头=2.0706%，候选=2.3805%，同为上涨
2018-08-06 09:59:00,2018-08-06,CS,C,谷物淀粉,向上,0.7797400314,20,0.0228663719,0.0102003022,同板块；过去20个交易日日收益率相关系数=0.7797，不低于阈值0.50；当前方向一致：龙头=2.2866%，候选=1.0200%，同为上涨
2018-08-06 10:59:00,2018-08-06,CS,C,谷物淀粉,向上,0.7797400314,20,0.0275522318,0.0122701736,同板块；过去20个交易日日收益率相关系数=0.7797，不低于阈值0.50；当前方向一致：龙头=2.7552%，候选=1.2270%，同为上涨
2018-08-06 11:30:00,2018-08-06,CS,C,谷物淀粉,向上,0.7797400314,20,0.0252440330,0.0125231918,同板块；过去20个交易日日收益率相关系数=0.7797，不低于阈值0.50；当前方向一致：龙头=2.5244%，候选=1.2523%，同为上涨
2018-08-06 13:59:00,2018-08-06,CS,C,谷物淀粉,向上,0.7797400314,20,0.0213365221,0.0134583974,同板块；过去20个交易日日收益率相关系数=0.7797，不低于阈值0.50；当前方向一致：龙头=2.1337%，候选=1.3458%，同为上涨
2018-08-06 13:59:00,2018-08-06,I,HC,黑色钢矿,向上,0.7098948258,20,0.0379679416,0.0013353262,同板块；过去20个交易日日收益率相关系数=0.7099，不低于阈值0.50；当前方向一致：龙头=3.7968%，候选=0.1335%，同为上涨
2018-08-06 13:59:00,2018-08-06,I,RB,黑色钢矿,向上,0.6898891530,20,0.0379679416,0.0013224282,同板块；过去20个交易日日收益率相关系数=0.6899，不低于阈值0.50；当前方向一致：龙头=3.7968%，候选=0.1322%，同为上涨
2018-08-06 14:59:00,2018-08-06,CS,C,谷物淀粉,向上,0.7797400314,20,0.0207281901,0.0147943630,同板块；过去20个交易日日收益率相关系数=0.7797，不低于阈值0.50；当前方向一致：龙头=2.0728%，候选=1.4794%，同为上涨
2018-08-06 14:59:00,2018-08-06,I,HC,黑色钢矿,向上,0.7098948258,20,0.0399413870,0.0047990106,同板块；过去20个交易日日收益率相关系数=0.7099，不低于阈值0.50；当前方向一致：龙头=3.9941%，候选=0.4799%，同为上涨
2018-08-06 14:59:00,2018-08-06,I,RB,黑色钢矿,向上,0.6898891530,20,0.0399413870,0.0107881575,同板块；过去20个交易日日收益率相关系数=0.6899，不低于阈值0.50；当前方向一致：龙头=3.9941%，候选=1.0788%，同为上涨
2018-08-06 15:00:00,2018-08-06,CS,C,谷物淀粉,向上,0.7797400314,20,0.0205563227,0.0145734099,同板块；过去20个交易日日收益率相关系数=0.7797，不低于阈值0.50；当前方向一致：龙头=2.0556%，候选=1.4573%，同为上涨
2018-08-06 15:00:00,2018-08-06,I,HC,黑色钢矿,向上,0.7098948258,20,0.0396849735,0.0050975744,同板块；过去20个交易日日收益率相关系数=0.7099，不低于阈值0.50；当前方向一致：龙头=3.9685%，候选=0.5098%，同为上涨
2018-08-06 15:00:00,2018-08-06,I,RB,黑色钢矿,向上,0.6898891530,20,0.0396849735,0.0107175940,同板块；过去20个交易日日收益率相关系数=0.6899，不低于阈值0.50；当前方向一致：龙头=3.9685%，候选=1.0718%，同为上涨
2018-08-08 14:59:00,2018-08-08,A,M,油脂油料,向上,0.8677760767,20,0.0359910097,0.0205573866,同板块；过去20个交易日日收益率相关系数=0.8678，不低于阈值0.50；当前方向一致：龙头=3.5991%，候选=2.0557%，同为上涨
2018-08-08 14:59:00,2018-08-08,A,B,油脂油料,向上,0.7963585065,20,0.0359910097,0.0344864397,同板块；过去20个交易日日收益率相关系数=0.7964，不低于阈值0.50；当前方向一致：龙头=3.5991%，候选=3.4486%，同为上涨
2018-08-08 14:59:00,2018-08-08,A,RM,油脂油料,向上,0.7675194420,20,0.0359910097,0.0143913030,同板块；过去20个交易日日收益率相关系数=0.7675，不低于阈值0.50；当前方向一致：龙头=3.5991%，候选=1.4391%，同为上涨
2018-08-08 15:00:00,2018-08-08,A,M,油脂油料,向上,0.8677760767,20,0.0374070850,0.0209451762,同板块；过去20个交易日日收益率相关系数=0.8678，不低于阈值0.50；当前方向一致：龙头=3.7407%，候选=2.0945%，同为上涨
2018-08-08 15:00:00,2018-08-08,A,B,油脂油料,向上,0.7963585065,20,0.0374070850,0.0351581323,同板块；过去20个交易日日收益率相关系数=0.7964，不低于阈值0.50；当前方向一致：龙头=3.7407%，候选=3.5158%，同为上涨
2018-08-08 15:00:00,2018-08-08,A,RM,油脂油料,向上,0.7675194420,20,0.0374070850,0.0146918452,同板块；过去20个交易日日收益率相关系数=0.7675，不低于阈值0.50；当前方向一致：龙头=3.7407%，候选=1.4692%，同为上涨
2018-08-09 09:59:00,2018-08-09,AL,CU,有色基本金属,向上,0.5912382388,20,0.0248292400,0.0011800403,同板块；过去20个交易日日收益率相关系数=0.5912，不低于阈值0.50；当前方向一致：龙头=2.4829%，候选=0.1180%，同为上涨
2018-08-09 10:59:00,2018-08-09,AL,CU,有色基本金属,向上,0.5912382388,20,0.0235195663,0.0037719409,同板块；过去20个交易日日收益率相关系数=0.5912，不低于阈值0.50；当前方向一致：龙头=2.3520%，候选=0.3772%，同为上涨
2018-08-09 11:30:00,2018-08-09,AL,CU,有色基本金属,向上,0.5912382388,20,0.0210538283,0.0066357851,同板块；过去20个交易日日收益率相关系数=0.5912，不低于阈值0.50；当前方向一致：龙头=2.1054%，候选=0.6636%，同为上涨
2018-08-09 13:59:00,2018-08-09,AL,CU,有色基本金属,向上,0.5912382388,20,0.0220506718,0.0101174596,同板块；过去20个交易日日收益率相关系数=0.5912，不低于阈值0.50；当前方向一致：龙头=2.2051%，候选=1.0117%，同为上涨
2018-08-09 14:59:00,2018-08-09,AL,CU,有色基本金属,向上,0.5912382388,20,0.0221820697,0.0084193461,同板块；过去20个交易日日收益率相关系数=0.5912，不低于阈值0.50；当前方向一致：龙头=2.2182%，候选=0.8419%，同为上涨
2018-08-09 15:00:00,2018-08-09,AL,CU,有色基本金属,向上,0.5912382388,20,0.0226078475,0.0084997955,同板块；过去20个交易日日收益率相关系数=0.5912，不低于阈值0.50；当前方向一致：龙头=2.2608%，候选=0.8500%，同为上涨
2018-08-27 09:59:00,2018-08-27,CY,CF,软商品纺织,向上,0.9314888839,20,0.0288397383,0.0036762217,同板块；过去20个交易日日收益率相关系数=0.9315，不低于阈值0.50；当前方向一致：龙头=2.8840%，候选=0.3676%，同为上涨
2018-08-27 09:59:00,2018-08-27,CY,SR,软商品纺织,向上,0.5015136979,20,0.0288397383,0.0018926468,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=2.8840%，候选=0.1893%，同为上涨
2018-08-27 10:59:00,2018-08-27,CY,CF,软商品纺织,向上,0.9314888839,20,0.0276332697,0.0050370051,同板块；过去20个交易日日收益率相关系数=0.9315，不低于阈值0.50；当前方向一致：龙头=2.7633%，候选=0.5037%，同为上涨
2018-08-27 10:59:00,2018-08-27,CY,SR,软商品纺织,向上,0.5015136979,20,0.0276332697,0.0013337288,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=2.7633%，候选=0.1334%，同为上涨
2018-08-27 11:30:00,2018-08-27,CY,CF,软商品纺织,向上,0.9314888839,20,0.0299933383,0.0110866071,同板块；过去20个交易日日收益率相关系数=0.9315，不低于阈值0.50；当前方向一致：龙头=2.9993%，候选=1.1087%，同为上涨
2018-08-27 11:30:00,2018-08-27,CY,SR,软商品纺织,向上,0.5015136979,20,0.0299933383,0.0013767407,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=2.9993%，候选=0.1377%，同为上涨
2018-08-27 13:59:00,2018-08-27,CY,CF,软商品纺织,向上,0.9314888839,20,0.0315778901,0.0147660334,同板块；过去20个交易日日收益率相关系数=0.9315，不低于阈值0.50；当前方向一致：龙头=3.1578%，候选=1.4766%，同为上涨
2018-08-27 13:59:00,2018-08-27,CY,SR,软商品纺织,向上,0.5015136979,20,0.0315778901,0.0024299919,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=3.1578%，候选=0.2430%，同为上涨
2018-08-27 14:59:00,2018-08-27,CY,CF,软商品纺织,向上,0.9314888839,20,0.0312872125,0.0123823022,同板块；过去20个交易日日收益率相关系数=0.9315，不低于阈值0.50；当前方向一致：龙头=3.1287%，候选=1.2382%，同为上涨
2018-08-27 14:59:00,2018-08-27,CY,SR,软商品纺织,向上,0.5015136979,20,0.0312872125,0.0000097821,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=3.1287%，候选=0.0010%，同为上涨
2018-08-27 15:00:00,2018-08-27,CY,CF,软商品纺织,向上,0.9314888839,20,0.0316460989,0.0123579557,同板块；过去20个交易日日收益率相关系数=0.9315，不低于阈值0.50；当前方向一致：龙头=3.1646%，候选=1.2358%，同为上涨
2018-08-27 15:00:00,2018-08-27,CY,SR,软商品纺织,向上,0.5015136979,20,0.0316460989,0.0016265091,同板块；过去20个交易日日收益率相关系数=0.5015，不低于阈值0.50；当前方向一致：龙头=3.1646%，候选=0.1627%，同为上涨
2018-09-10 13:59:00,2018-09-10,A,M,油脂油料,向上,0.8608177781,20,0.0424372185,0.0216892139,同板块；过去20个交易日日收益率相关系数=0.8608，不低于阈值0.50；当前方向一致：龙头=4.2437%，候选=2.1689%，同为上涨
2018-09-10 13:59:00,2018-09-10,A,B,油脂油料,向上,0.8299077746,20,0.0424372185,0.0203825688,同板块；过去20个交易日日收益率相关系数=0.8299，不低于阈值0.50；当前方向一致：龙头=4.2437%，候选=2.0383%，同为上涨
2018-09-10 13:59:00,2018-09-10,A,RM,油脂油料,向上,0.7884412688,20,0.0424372185,0.0188970980,同板块；过去20个交易日日收益率相关系数=0.7884，不低于阈值0.50；当前方向一致：龙头=4.2437%，候选=1.8897%，同为上涨
2018-09-10 14:59:00,2018-09-10,A,M,油脂油料,向上,0.8608177781,20,0.0457578181,0.0149927557,同板块；过去20个交易日日收益率相关系数=0.8608，不低于阈值0.50；当前方向一致：龙头=4.5758%，候选=1.4993%，同为上涨
2018-09-10 14:59:00,2018-09-10,A,B,油脂油料,向上,0.8299077746,20,0.0457578181,0.0214269605,同板块；过去20个交易日日收益率相关系数=0.8299，不低于阈值0.50；当前方向一致：龙头=4.5758%，候选=2.1427%，同为上涨
2018-09-10 14:59:00,2018-09-10,A,RM,油脂油料,向上,0.7884412688,20,0.0457578181,0.0164910915,同板块；过去20个交易日日收益率相关系数=0.7884，不低于阈值0.50；当前方向一致：龙头=4.5758%，候选=1.6491%，同为上涨
