识别时间,交易日,龙头品种,板块,方向,当前涨跌幅,当前增减仓幅度,前20日最高价或最低价,前20日平均涨跌幅绝对值,前20日平均增减仓幅度绝对值,首次突破时间,识别小时,历史窗口开始,历史窗口结束,触发原因
2018-07-23 22:59:00,2018-07-24,TA,聚酯产业链,向上,0.0186614977,0.1302619441,5994.1036594555,0.0056165166,0.0251979068,2018-07-23 21:01:00,2018-07-23 22:00:00,2018-06-26,2018-07-23,high=6086.26 突破前20日高点 5994.1；涨跌幅=1.8661%，超过2倍前20日平均绝对涨跌幅 0.5617%；增仓幅度=13.0262%，超过1.5倍前20日平均绝对增减仓幅度 2.5198%；首次突破时间=2018-07-23 21:01:00
2018-07-24 09:59:00,2018-07-24,TA,聚酯产业链,向上,0.0210818704,0.1326328549,5994.1036594555,0.0056165166,0.0251979068,2018-07-23 21:01:00,2018-07-24 09:00:00,2018-06-26,2018-07-23,high=6098.25 突破前20日高点 5994.1；涨跌幅=2.1082%，超过2倍前20日平均绝对涨跌幅 0.5617%；增仓幅度=13.2633%，超过1.5倍前20日平均绝对增减仓幅度 2.5198%；首次突破时间=2018-07-23 21:01:00
2018-07-24 10:59:00,2018-07-24,TA,聚酯产业链,向上,0.0210105339,0.1329002509,5994.1036594555,0.0056165166,0.0251979068,2018-07-23 21:01:00,2018-07-24 10:00:00,2018-06-26,2018-07-23,high=6103.16 突破前20日高点 5994.1；涨跌幅=2.1011%，超过2倍前20日平均绝对涨跌幅 0.5617%；增仓幅度=13.2900%，超过1.5倍前20日平均绝对增减仓幅度 2.5198%；首次突破时间=2018-07-23 21:01:00
2018-07-24 11:30:00,2018-07-24,TA,聚酯产业链,向上,0.0218870265,0.1398228353,5994.1036594555,0.0056165166,0.0251979068,2018-07-23 21:01:00,2018-07-24 11:00:00,2018-06-26,2018-07-23,high=6106.39 突破前20日高点 5994.1；涨跌幅=2.1887%，超过2倍前20日平均绝对涨跌幅 0.5617%；增仓幅度=13.9823%，超过1.5倍前20日平均绝对增减仓幅度 2.5198%；首次突破时间=2018-07-23 21:01:00
2018-07-24 13:59:00,2018-07-24,TA,聚酯产业链,向上,0.0194664488,0.1293646820,5994.1036594555,0.0056165166,0.0251979068,2018-07-23 21:01:00,2018-07-24 13:00:00,2018-06-26,2018-07-23,high=6106.39 突破前20日高点 5994.1；涨跌幅=1.9466%，超过2倍前20日平均绝对涨跌幅 0.5617%；增仓幅度=12.9365%，超过1.5倍前20日平均绝对增减仓幅度 2.5198%；首次突破时间=2018-07-23 21:01:00
2018-07-24 14:59:00,2018-07-24,TA,聚酯产业链,向上,0.0208190819,0.1217127009,5994.1036594555,0.0056165166,0.0251979068,2018-07-23 21:01:00,2018-07-24 14:00:00,2018-06-26,2018-07-23,high=6106.39 突破前20日高点 5994.1；涨跌幅=2.0819%，超过2倍前20日平均绝对涨跌幅 0.5617%；增仓幅度=12.1713%，超过1.5倍前20日平均绝对增减仓幅度 2.5198%；首次突破时间=2018-07-23 21:01:00
2018-07-24 15:00:00,2018-07-24,TA,聚酯产业链,向上,0.0198737820,0.1154749472,5994.1036594555,0.0056165166,0.0251979068,2018-07-23 21:01:00,2018-07-24 15:00:00,2018-06-26,2018-07-23,high=6106.39 突破前20日高点 5994.1；涨跌幅=1.9874%，超过2倍前20日平均绝对涨跌幅 0.5617%；增仓幅度=11.5475%，超过1.5倍前20日平均绝对增减仓幅度 2.5198%；首次突破时间=2018-07-23 21:01:00
2018-07-27 09:59:00,2018-07-27,I,黑色钢矿,向上,0.0282477839,0.1721052038,479.7372204473,0.0063015652,0.0435770581,2018-07-26 22:49:00,2018-07-27 09:00:00,2018-06-29,2018-07-26,high=493.134 突破前20日高点 479.737；涨跌幅=2.8248%，超过2倍前20日平均绝对涨跌幅 0.6302%；增仓幅度=17.2105%，超过1.5倍前20日平均绝对增减仓幅度 4.3577%；首次突破时间=2018-07-26 22:49:00
2018-07-27 10:59:00,2018-07-27,I,黑色钢矿,向上,0.0287262925,0.1749963740,479.7372204473,0.0063015652,0.0435770581,2018-07-26 22:49:00,2018-07-27 10:00:00,2018-06-29,2018-07-26,high=493.134 突破前20日高点 479.737；涨跌幅=2.8726%，超过2倍前20日平均绝对涨跌幅 0.6302%；增仓幅度=17.4996%，超过1.5倍前20日平均绝对增减仓幅度 4.3577%；首次突破时间=2018-07-26 22:49:00
2018-07-27 11:30:00,2018-07-27,I,黑色钢矿,向上,0.0259436202,0.1819229344,479.7372204473,0.0063015652,0.0435770581,2018-07-26 22:49:00,2018-07-27 11:00:00,2018-06-29,2018-07-26,high=493.134 突破前20日高点 479.737；涨跌幅=2.5944%，超过2倍前20日平均绝对涨跌幅 0.6302%；增仓幅度=18.1923%，超过1.5倍前20日平均绝对增减仓幅度 4.3577%；首次突破时间=2018-07-26 22:49:00
2018-07-27 13:59:00,2018-07-27,I,黑色钢矿,向上,0.0275140173,0.2028009218,479.7372204473,0.0063015652,0.0435770581,2018-07-26 22:49:00,2018-07-27 13:00:00,2018-06-29,2018-07-26,high=493.134 突破前20日高点 479.737；涨跌幅=2.7514%，超过2倍前20日平均绝对涨跌幅 0.6302%；增仓幅度=20.2801%，超过1.5倍前20日平均绝对增减仓幅度 4.3577%；首次突破时间=2018-07-26 22:49:00
2018-07-27 14:59:00,2018-07-27,I,黑色钢矿,向上,0.0327011994,0.2493626211,479.7372204473,0.0063015652,0.0435770581,2018-07-26 22:49:00,2018-07-27 14:00:00,2018-06-29,2018-07-26,high=493.134 突破前20日高点 479.737；涨跌幅=3.2701%，超过2倍前20日平均绝对涨跌幅 0.6302%；增仓幅度=24.9363%，超过1.5倍前20日平均绝对增减仓幅度 4.3577%；首次突破时间=2018-07-26 22:49:00
2018-07-27 15:00:00,2018-07-27,I,黑色钢矿,向上,0.0326183547,0.2515624245,479.7372204473,0.0063015652,0.0435770581,2018-07-26 22:49:00,2018-07-27 15:00:00,2018-06-29,2018-07-26,high=493.134 突破前20日高点 479.737；涨跌幅=3.2618%，超过2倍前20日平均绝对涨跌幅 0.6302%；增仓幅度=25.1562%，超过1.5倍前20日平均绝对增减仓幅度 4.3577%；首次突破时间=2018-07-26 22:49:00
2018-07-27 23:30:00,2018-07-30,TA,聚酯产业链,向上,0.0191900680,0.0721954448,6172.0919580828,0.0050786155,0.0338918806,2018-07-27 21:01:00,2018-07-27 23:00:00,2018-07-02,2018-07-27,high=6313.06 突破前20日高点 6172.09；涨跌幅=1.9190%，超过2倍前20日平均绝对涨跌幅 0.5079%；增仓幅度=7.2195%，超过1.5倍前20日平均绝对增减仓幅度 3.3892%；首次突破时间=2018-07-27 21:01:00
2018-07-30 09:59:00,2018-07-30,TA,聚酯产业链,向上,0.0329486686,0.1203761051,6172.0919580828,0.0050786155,0.0338918806,2018-07-27 21:01:00,2018-07-30 09:00:00,2018-07-02,2018-07-27,high=6378.36 突破前20日高点 6172.09；涨跌幅=3.2949%，超过2倍前20日平均绝对涨跌幅 0.5079%；增仓幅度=12.0376%，超过1.5倍前20日平均绝对增减仓幅度 3.3892%；首次突破时间=2018-07-27 21:01:00
2018-07-30 10:59:00,2018-07-30,TA,聚酯产业链,向上,0.0308119743,0.1233142700,6172.0919580828,0.0050786155,0.0338918806,2018-07-27 21:01:00,2018-07-30 10:00:00,2018-07-02,2018-07-27,high=6384.95 突破前20日高点 6172.09；涨跌幅=3.0812%，超过2倍前20日平均绝对涨跌幅 0.5079%；增仓幅度=12.3314%，超过1.5倍前20日平均绝对增减仓幅度 3.3892%；首次突破时间=2018-07-27 21:01:00
2018-07-30 11:30:00,2018-07-30,PP,烯烃塑料,向上,0.0143333926,0.1080373803,9551.0370042029,0.0043245858,0.0304442044,2018-07-30 09:07:00,2018-07-30 11:00:00,2018-07-02,2018-07-27,high=9635.16 突破前20日高点 9551.04；涨跌幅=1.4333%，超过2倍前20日平均绝对涨跌幅 0.4325%；增仓幅度=10.8037%，超过1.5倍前20日平均绝对增减仓幅度 3.0444%；首次突破时间=2018-07-30 09:07:00
2018-07-30 11:30:00,2018-07-30,TA,聚酯产业链,向上,0.0271832240,0.1166325358,6172.0919580828,0.0050786155,0.0338918806,2018-07-27 21:01:00,2018-07-30 11:00:00,2018-07-02,2018-07-27,high=6384.95 突破前20日高点 6172.09；涨跌幅=2.7183%，超过2倍前20日平均绝对涨跌幅 0.5079%；增仓幅度=11.6633%，超过1.5倍前20日平均绝对增减仓幅度 3.3892%；首次突破时间=2018-07-27 21:01:00
2018-07-30 11:30:00,2018-07-30,BU,能源油品,向上,0.0286579017,0.0712022948,3341.3807517335,0.0072313020,0.0340416615,2018-07-30 11:02:00,2018-07-30 11:00:00,2018-07-02,2018-07-27,high=3368.05 突破前20日高点 3341.38；涨跌幅=2.8658%，超过2倍前20日平均绝对涨跌幅 0.7231%；增仓幅度=7.1202%，超过1.5倍前20日平均绝对增减仓幅度 3.4042%；首次突破时间=2018-07-30 11:02:00
2018-07-30 13:59:00,2018-07-30,TA,聚酯产业链,向上,0.0242413500,0.1033140203,6172.0919580828,0.0050786155,0.0338918806,2018-07-27 21:01:00,2018-07-30 13:00:00,2018-07-02,2018-07-27,high=6384.95 突破前20日高点 6172.09；涨跌幅=2.4241%，超过2倍前20日平均绝对涨跌幅 0.5079%；增仓幅度=10.3314%，超过1.5倍前20日平均绝对增减仓幅度 3.3892%；首次突破时间=2018-07-27 21:01:00
2018-07-30 14:59:00,2018-07-30,TA,聚酯产业链,向上,0.0236243121,0.0700939014,6172.0919580828,0.0050786155,0.0338918806,2018-07-27 21:01:00,2018-07-30 14:00:00,2018-07-02,2018-07-27,high=6384.95 突破前20日高点 6172.09；涨跌幅=2.3624%，超过2倍前20日平均绝对涨跌幅 0.5079%；增仓幅度=7.0094%，超过1.5倍前20日平均绝对增减仓幅度 3.3892%；首次突破时间=2018-07-27 21:01:00
2018-07-30 21:59:00,2018-07-31,CF,软商品纺织,向上,0.0204164817,0.0731439459,16932.2054147089,0.0065446283,0.0314310177,2018-07-30 21:12:00,2018-07-30 21:00:00,2018-07-03,2018-07-30,high=17096.3 突破前20日高点 16932.2；涨跌幅=2.0416%，超过2倍前20日平均绝对涨跌幅 0.6545%；增仓幅度=7.3144%，超过1.5倍前20日平均绝对增减仓幅度 3.1431%；首次突破时间=2018-07-30 21:12:00
2018-07-30 22:59:00,2018-07-31,CF,软商品纺织,向上,0.0266056936,0.0956880792,16932.2054147089,0.0065446283,0.0314310177,2018-07-30 21:12:00,2018-07-30 22:00:00,2018-07-03,2018-07-30,high=17204.8 突破前20日高点 16932.2；涨跌幅=2.6606%，超过2倍前20日平均绝对涨跌幅 0.6545%；增仓幅度=9.5688%，超过1.5倍前20日平均绝对增减仓幅度 3.1431%；首次突破时间=2018-07-30 21:12:00
2018-07-30 23:30:00,2018-07-31,CF,软商品纺织,向上,0.0259985344,0.0953674819,16932.2054147089,0.0065446283,0.0314310177,2018-07-30 21:12:00,2018-07-30 23:00:00,2018-07-03,2018-07-30,high=17204.8 突破前20日高点 16932.2；涨跌幅=2.5999%，超过2倍前20日平均绝对涨跌幅 0.6545%；增仓幅度=9.5367%，超过1.5倍前20日平均绝对增减仓幅度 3.1431%；首次突破时间=2018-07-30 21:12:00
2018-07-31 09:59:00,2018-07-31,CF,软商品纺织,向上,0.0220406943,0.1019408646,16932.2054147089,0.0065446283,0.0314310177,2018-07-30 21:12:00,2018-07-31 09:00:00,2018-07-03,2018-07-30,high=17204.8 突破前20日高点 16932.2；涨跌幅=2.2041%，超过2倍前20日平均绝对涨跌幅 0.6545%；增仓幅度=10.1941%，超过1.5倍前20日平均绝对增减仓幅度 3.1431%；首次突破时间=2018-07-30 21:12:00
2018-07-31 10:59:00,2018-07-31,CF,软商品纺织,向上,0.0315719596,0.1216814763,16932.2054147089,0.0065446283,0.0314310177,2018-07-30 21:12:00,2018-07-31 10:00:00,2018-07-03,2018-07-30,high=17296 突破前20日高点 16932.2；涨跌幅=3.1572%，超过2倍前20日平均绝对涨跌幅 0.6545%；增仓幅度=12.1681%，超过1.5倍前20日平均绝对增减仓幅度 3.1431%；首次突破时间=2018-07-30 21:12:00
2018-07-31 11:30:00,2018-07-31,CF,软商品纺织,向上,0.0310837654,0.1244531655,16932.2054147089,0.0065446283,0.0314310177,2018-07-30 21:12:00,2018-07-31 11:00:00,2018-07-03,2018-07-30,high=17296 突破前20日高点 16932.2；涨跌幅=3.1084%，超过2倍前20日平均绝对涨跌幅 0.6545%；增仓幅度=12.4453%，超过1.5倍前20日平均绝对增减仓幅度 3.1431%；首次突破时间=2018-07-30 21:12:00
2018-07-31 13:59:00,2018-07-31,CF,软商品纺织,向上,0.0239678366,0.1279251667,16932.2054147089,0.0065446283,0.0314310177,2018-07-30 21:12:00,2018-07-31 13:00:00,2018-07-03,2018-07-30,high=17296 突破前20日高点 16932.2；涨跌幅=2.3968%，超过2倍前20日平均绝对涨跌幅 0.6545%；增仓幅度=12.7925%，超过1.5倍前20日平均绝对增减仓幅度 3.1431%；首次突破时间=2018-07-30 21:12:00
2018-07-31 14:59:00,2018-07-31,CF,软商品纺织,向上,0.0237425381,0.1319042119,16932.2054147089,0.0065446283,0.0314310177,2018-07-30 21:12:00,2018-07-31 14:00:00,2018-07-03,2018-07-30,high=17296 突破前20日高点 16932.2；涨跌幅=2.3743%，超过2倍前20日平均绝对涨跌幅 0.6545%；增仓幅度=13.1904%，超过1.5倍前20日平均绝对增减仓幅度 3.1431%；首次突破时间=2018-07-30 21:12:00
2018-07-31 15:00:00,2018-07-31,CF,软商品纺织,向上,0.0238046557,0.1313653355,16932.2054147089,0.0065446283,0.0314310177,2018-07-30 21:12:00,2018-07-31 15:00:00,2018-07-03,2018-07-30,high=17296 突破前20日高点 16932.2；涨跌幅=2.3805%，超过2倍前20日平均绝对涨跌幅 0.6545%；增仓幅度=13.1365%，超过1.5倍前20日平均绝对增减仓幅度 3.1431%；首次突破时间=2018-07-30 21:12:00
2018-08-02 14:59:00,2018-08-02,TA,聚酯产业链,向上,0.0287334041,0.0790236549,6384.9533018519,0.0065620962,0.0392206750,2018-08-01 22:46:00,2018-08-02 14:00:00,2018-07-05,2018-08-01,high=6548.37 突破前20日高点 6384.95；涨跌幅=2.8733%，超过2倍前20日平均绝对涨跌幅 0.6562%；增仓幅度=7.9024%，超过1.5倍前20日平均绝对增减仓幅度 3.9221%；首次突破时间=2018-08-01 22:46:00
2018-08-03 10:59:00,2018-08-03,MA,煤化工建材,向上,0.0333596221,0.1084383019,3046.5540388110,0.0075871198,0.0515598204,2018-08-02 21:01:00,2018-08-03 10:00:00,2018-07-06,2018-08-02,high=3149.35 突破前20日高点 3046.55；涨跌幅=3.3360%，超过2倍前20日平均绝对涨跌幅 0.7587%；增仓幅度=10.8438%，超过1.5倍前20日平均绝对增减仓幅度 5.1560%；首次突破时间=2018-08-02 21:01:00
2018-08-03 11:30:00,2018-08-03,MA,煤化工建材,向上,0.0347410885,0.1106942744,3046.5540388110,0.0075871198,0.0515598204,2018-08-02 21:01:00,2018-08-03 11:00:00,2018-07-06,2018-08-02,high=3149.92 突破前20日高点 3046.55；涨跌幅=3.4741%，超过2倍前20日平均绝对涨跌幅 0.7587%；增仓幅度=11.0694%，超过1.5倍前20日平均绝对增减仓幅度 5.1560%；首次突破时间=2018-08-02 21:01:00
2018-08-03 13:59:00,2018-08-03,MA,煤化工建材,向上,0.0347192377,0.1092469601,3046.5540388110,0.0075871198,0.0515598204,2018-08-02 21:01:00,2018-08-03 13:00:00,2018-07-06,2018-08-02,high=3150.02 突破前20日高点 3046.55；涨跌幅=3.4719%，超过2倍前20日平均绝对涨跌幅 0.7587%；增仓幅度=10.9247%，超过1.5倍前20日平均绝对增减仓幅度 5.1560%；首次突破时间=2018-08-02 21:01:00
2018-08-03 14:59:00,2018-08-03,MA,煤化工建材,向上,0.0347033305,0.1031383747,3046.5540388110,0.0075871198,0.0515598204,2018-08-02 21:01:00,2018-08-03 14:00:00,2018-07-06,2018-08-02,high=3150.02 突破前20日高点 3046.55；涨跌幅=3.4703%，超过2倍前20日平均绝对涨跌幅 0.7587%；增仓幅度=10.3138%，超过1.5倍前20日平均绝对增减仓幅度 5.1560%；首次突破时间=2018-08-02 21:01:00
2018-08-06 09:59:00,2018-08-06,CS,谷物淀粉,向上,0.0228663719,0.1338734161,2302.7915952194,0.0034601685,0.0334850343,2018-08-06 09:13:00,2018-08-06 09:00:00,2018-07-09,2018-08-03,high=2342.58 突破前20日高点 2302.79；涨跌幅=2.2866%，超过2倍前20日平均绝对涨跌幅 0.3460%；增仓幅度=13.3873%，超过1.5倍前20日平均绝对增减仓幅度 3.3485%；首次突破时间=2018-08-06 09:13:00
2018-08-06 10:59:00,2018-08-06,CS,谷物淀粉,向上,0.0275522318,0.1851758651,2302.7915952194,0.0034601685,0.0334850343,2018-08-06 09:13:00,2018-08-06 10:00:00,2018-07-09,2018-08-03,high=2360 突破前20日高点 2302.79；涨跌幅=2.7552%，超过2倍前20日平均绝对涨跌幅 0.3460%；增仓幅度=18.5176%，超过1.5倍前20日平均绝对增减仓幅度 3.3485%；首次突破时间=2018-08-06 09:13:00
2018-08-06 11:30:00,2018-08-06,CS,谷物淀粉,向上,0.0252440330,0.1790877580,2302.7915952194,0.0034601685,0.0334850343,2018-08-06 09:13:00,2018-08-06 11:00:00,2018-07-09,2018-08-03,high=2360 突破前20日高点 2302.79；涨跌幅=2.5244%，超过2倍前20日平均绝对涨跌幅 0.3460%；增仓幅度=17.9088%，超过1.5倍前20日平均绝对增减仓幅度 3.3485%；首次突破时间=2018-08-06 09:13:00
2018-08-06 13:59:00,2018-08-06,CS,谷物淀粉,向上,0.0213365221,0.1259101720,2302.7915952194,0.0034601685,0.0334850343,2018-08-06 09:13:00,2018-08-06 13:00:00,2018-07-09,2018-08-03,high=2360 突破前20日高点 2302.79；涨跌幅=2.1337%，超过2倍前20日平均绝对涨跌幅 0.3460%；增仓幅度=12.5910%，超过1.5倍前20日平均绝对增减仓幅度 3.3485%；首次突破时间=2018-08-06 09:13:00
2018-08-06 13:59:00,2018-08-06,I,黑色钢矿,向上,0.0379679416,0.1239499433,493.6078502037,0.0075965901,0.0585971418,2018-08-03 21:53:00,2018-08-06 13:00:00,2018-07-09,2018-08-03,high=514.42 突破前20日高点 493.608；涨跌幅=3.7968%，超过2倍前20日平均绝对涨跌幅 0.7597%；增仓幅度=12.3950%，超过1.5倍前20日平均绝对增减仓幅度 5.8597%；首次突破时间=2018-08-03 21:53:00
2018-08-06 14:59:00,2018-08-06,CS,谷物淀粉,向上,0.0207281901,0.1022477291,2302.7915952194,0.0034601685,0.0334850343,2018-08-06 09:13:00,2018-08-06 14:00:00,2018-07-09,2018-08-03,high=2360 突破前20日高点 2302.79；涨跌幅=2.0728%，超过2倍前20日平均绝对涨跌幅 0.3460%；增仓幅度=10.2248%，超过1.5倍前20日平均绝对增减仓幅度 3.3485%；首次突破时间=2018-08-06 09:13:00
2018-08-06 14:59:00,2018-08-06,I,黑色钢矿,向上,0.0399413870,0.1388093270,493.6078502037,0.0075965901,0.0585971418,2018-08-03 21:53:00,2018-08-06 14:00:00,2018-07-09,2018-08-03,high=514.42 突破前20日高点 493.608；涨跌幅=3.9941%，超过2倍前20日平均绝对涨跌幅 0.7597%；增仓幅度=13.8809%，超过1.5倍前20日平均绝对增减仓幅度 5.8597%；首次突破时间=2018-08-03 21:53:00
2018-08-06 15:00:00,2018-08-06,CS,谷物淀粉,向上,0.0205563227,0.0979129969,2302.7915952194,0.0034601685,0.0334850343,2018-08-06 09:13:00,2018-08-06 15:00:00,2018-07-09,2018-08-03,high=2360 突破前20日高点 2302.79；涨跌幅=2.0556%，超过2倍前20日平均绝对涨跌幅 0.3460%；增仓幅度=9.7913%，超过1.5倍前20日平均绝对增减仓幅度 3.3485%；首次突破时间=2018-08-06 09:13:00
2018-08-06 15:00:00,2018-08-06,I,黑色钢矿,向上,0.0396849735,0.1400988703,493.6078502037,0.0075965901,0.0585971418,2018-08-03 21:53:00,2018-08-06 15:00:00,2018-07-09,2018-08-03,high=514.42 突破前20日高点 493.608；涨跌幅=3.9685%，超过2倍前20日平均绝对涨跌幅 0.7597%；增仓幅度=14.0099%，超过1.5倍前20日平均绝对增减仓幅度 5.8597%；首次突破时间=2018-08-03 21:53:00
2018-08-06 21:59:00,2018-08-07,BU,能源油品,向上,0.0279572830,0.1006617205,3368.0460106454,0.0080429561,0.0246779337,2018-08-06 21:04:00,2018-08-06 21:00:00,2018-07-10,2018-08-06,high=3444.74 突破前20日高点 3368.05；涨跌幅=2.7957%，超过2倍前20日平均绝对涨跌幅 0.8043%；增仓幅度=10.0662%，超过1.5倍前20日平均绝对增减仓幅度 2.4678%；首次突破时间=2018-08-06 21:04:00
2018-08-07 09:59:00,2018-08-07,BU,能源油品,向上,0.0263041207,0.0938726403,3368.0460106454,0.0080429561,0.0246779337,2018-08-06 21:04:00,2018-08-07 09:00:00,2018-07-10,2018-08-06,high=3444.74 突破前20日高点 3368.05；涨跌幅=2.6304%，超过2倍前20日平均绝对涨跌幅 0.8043%；增仓幅度=9.3873%，超过1.5倍前20日平均绝对增减仓幅度 2.4678%；首次突破时间=2018-08-06 21:04:00
2018-08-07 10:59:00,2018-08-07,BU,能源油品,向上,0.0295934072,0.1216346174,3368.0460106454,0.0080429561,0.0246779337,2018-08-06 21:04:00,2018-08-07 10:00:00,2018-07-10,2018-08-06,high=3444.74 突破前20日高点 3368.05；涨跌幅=2.9593%，超过2倍前20日平均绝对涨跌幅 0.8043%；增仓幅度=12.1635%，超过1.5倍前20日平均绝对增减仓幅度 2.4678%；首次突破时间=2018-08-06 21:04:00
2018-08-07 13:59:00,2018-08-07,BU,能源油品,向上,0.0274791071,0.1129753686,3368.0460106454,0.0080429561,0.0246779337,2018-08-06 21:04:00,2018-08-07 13:00:00,2018-07-10,2018-08-06,high=3444.74 突破前20日高点 3368.05；涨跌幅=2.7479%，超过2倍前20日平均绝对涨跌幅 0.8043%；增仓幅度=11.2975%，超过1.5倍前20日平均绝对增减仓幅度 2.4678%；首次突破时间=2018-08-06 21:04:00
2018-08-07 14:59:00,2018-08-07,BU,能源油品,向上,0.0274424091,0.1188887025,3368.0460106454,0.0080429561,0.0246779337,2018-08-06 21:04:00,2018-08-07 14:00:00,2018-07-10,2018-08-06,high=3444.74 突破前20日高点 3368.05；涨跌幅=2.7442%，超过2倍前20日平均绝对涨跌幅 0.8043%；增仓幅度=11.8889%，超过1.5倍前20日平均绝对增减仓幅度 2.4678%；首次突破时间=2018-08-06 21:04:00
2018-08-07 15:00:00,2018-08-07,BU,能源油品,向上,0.0274807811,0.1162410021,3368.0460106454,0.0080429561,0.0246779337,2018-08-06 21:04:00,2018-08-07 15:00:00,2018-07-10,2018-08-06,high=3444.74 突破前20日高点 3368.05；涨跌幅=2.7481%，超过2倍前20日平均绝对涨跌幅 0.8043%；增仓幅度=11.6241%，超过1.5倍前20日平均绝对增减仓幅度 2.4678%；首次突破时间=2018-08-06 21:04:00
2018-08-08 09:59:00,2018-08-08,V,烯烃塑料,向上,0.0209569198,0.2176929497,7247.3393582379,0.0054647554,0.0410367166,2018-08-08 09:01:00,2018-08-08 09:00:00,2018-07-11,2018-08-07,high=7470.81 突破前20日高点 7247.34；涨跌幅=2.0957%，超过2倍前20日平均绝对涨跌幅 0.5465%；增仓幅度=21.7693%，超过1.5倍前20日平均绝对增减仓幅度 4.1037%；首次突破时间=2018-08-08 09:01:00
2018-08-08 10:59:00,2018-08-08,V,烯烃塑料,向上,0.0237941004,0.2278747415,7247.3393582379,0.0054647554,0.0410367166,2018-08-08 09:01:00,2018-08-08 10:00:00,2018-07-11,2018-08-07,high=7470.81 突破前20日高点 7247.34；涨跌幅=2.3794%，超过2倍前20日平均绝对涨跌幅 0.5465%；增仓幅度=22.7875%，超过1.5倍前20日平均绝对增减仓幅度 4.1037%；首次突破时间=2018-08-08 09:01:00
2018-08-08 11:30:00,2018-08-08,V,烯烃塑料,向上,0.0225504127,0.2588192605,7247.3393582379,0.0054647554,0.0410367166,2018-08-08 09:01:00,2018-08-08 11:00:00,2018-07-11,2018-08-07,high=7470.81 突破前20日高点 7247.34；涨跌幅=2.2550%，超过2倍前20日平均绝对涨跌幅 0.5465%；增仓幅度=25.8819%，超过1.5倍前20日平均绝对增减仓幅度 4.1037%；首次突破时间=2018-08-08 09:01:00
2018-08-08 13:59:00,2018-08-08,V,烯烃塑料,向上,0.0204259253,0.2436155158,7247.3393582379,0.0054647554,0.0410367166,2018-08-08 09:01:00,2018-08-08 13:00:00,2018-07-11,2018-08-07,high=7470.81 突破前20日高点 7247.34；涨跌幅=2.0426%，超过2倍前20日平均绝对涨跌幅 0.5465%；增仓幅度=24.3616%，超过1.5倍前20日平均绝对增减仓幅度 4.1037%；首次突破时间=2018-08-08 09:01:00
2018-08-08 13:59:00,2018-08-08,C,谷物淀粉,向上,0.0108690674,0.0843372108,1871.2085043247,0.0032879925,0.0168288663,2018-08-08 09:49:00,2018-08-08 13:00:00,2018-07-11,2018-08-07,high=1890.27 突破前20日高点 1871.21；涨跌幅=1.0869%，超过2倍前20日平均绝对涨跌幅 0.3288%；增仓幅度=8.4337%，超过1.5倍前20日平均绝对增减仓幅度 1.6829%；首次突破时间=2018-08-08 09:49:00
2018-08-08 14:59:00,2018-08-08,A,油脂油料,向上,0.0359910097,0.0928728665,3638.1155463781,0.0049510324,0.0149114729,2018-08-08 09:17:00,2018-08-08 14:00:00,2018-07-11,2018-08-07,high=3788.71 突破前20日高点 3638.12；涨跌幅=3.5991%，超过2倍前20日平均绝对涨跌幅 0.4951%；增仓幅度=9.2873%，超过1.5倍前20日平均绝对增减仓幅度 1.4911%；首次突破时间=2018-08-08 09:17:00
2018-08-08 14:59:00,2018-08-08,V,烯烃塑料,向上,0.0195573174,0.2157335172,7247.3393582379,0.0054647554,0.0410367166,2018-08-08 09:01:00,2018-08-08 14:00:00,2018-07-11,2018-08-07,high=7470.81 突破前20日高点 7247.34；涨跌幅=1.9557%，超过2倍前20日平均绝对涨跌幅 0.5465%；增仓幅度=21.5734%，超过1.5倍前20日平均绝对增减仓幅度 4.1037%；首次突破时间=2018-08-08 09:01:00
2018-08-08 15:00:00,2018-08-08,A,油脂油料,向上,0.0374070850,0.0909393759,3638.1155463781,0.0049510324,0.0149114729,2018-08-08 09:17:00,2018-08-08 15:00:00,2018-07-11,2018-08-07,high=3788.71 突破前20日高点 3638.12；涨跌幅=3.7407%，超过2倍前20日平均绝对涨跌幅 0.4951%；增仓幅度=9.0939%，超过1.5倍前20日平均绝对增减仓幅度 1.4911%；首次突破时间=2018-08-08 09:17:00
2018-08-08 15:00:00,2018-08-08,V,烯烃塑料,向上,0.0192929030,0.2094488189,7247.3393582379,0.0054647554,0.0410367166,2018-08-08 09:01:00,2018-08-08 15:00:00,2018-07-11,2018-08-07,high=7470.81 突破前20日高点 7247.34；涨跌幅=1.9293%，超过2倍前20日平均绝对涨跌幅 0.5465%；增仓幅度=20.9449%，超过1.5倍前20日平均绝对增减仓幅度 4.1037%；首次突破时间=2018-08-08 09:01:00
2018-08-08 15:00:00,2018-08-08,C,谷物淀粉,向上,0.0106789963,0.0959745199,1871.2085043247,0.0032879925,0.0168288663,2018-08-08 09:49:00,2018-08-08 15:00:00,2018-07-11,2018-08-07,high=1892.94 突破前20日高点 1871.21；涨跌幅=1.0679%，超过2倍前20日平均绝对涨跌幅 0.3288%；增仓幅度=9.5975%，超过1.5倍前20日平均绝对增减仓幅度 1.6829%；首次突破时间=2018-08-08 09:49:00
