交易日,龙头品种,跟涨品种,板块,识别时间,开多时间,开多价,平多时间,平多价,税前收益率,净收益率
2021-09-13,FU,LU,能源油品,2021-09-13 10:59:00,2021-09-13 11:00:00,3525.0990835070606,2021-09-13 15:00:00,3522.135198498,-0.0008407948085565886,-0.0008407948085565886
2021-09-13,FU,SC,能源油品,2021-09-13 10:59:00,2021-09-13 11:00:00,457.8670132367078,2021-09-13 15:00:00,458.8518173853,0.0021508519288833128,0.0021508519288833128
2021-09-15,PP,L,烯烃塑料,2021-09-15 13:59:00,2021-09-15 14:00:00,8812.150720699157,2021-09-15 15:00:00,8969.3004461253,0.017833299770623423,0.017833299770623423
2021-09-27,CF,CY,软商品纺织,2021-09-27 09:59:00,2021-09-27 10:00:00,25719.95756325851,2021-09-27 15:00:00,25691.223999337,-0.00111716995842015,-0.00111716995842015
2021-09-30,CF,CY,软商品纺织,2021-09-30 14:59:00,2021-09-30 15:00:00,27258.991571342565,2021-09-30 15:00:00,27325.9572546659,0.0024566456593990704,0.0024566456593990704
2021-10-08,SC,FU,能源油品,2021-10-08 10:59:00,2021-10-08 11:00:00,3188.5628474809423,2021-10-08 15:00:00,3194.4306216871,0.0018402567196671438,0.0018402567196671438
2021-10-08,SC,LU,能源油品,2021-10-08 10:59:00,2021-10-08 11:00:00,3887.277061781856,2021-10-08 15:00:00,3871.6091279214,-0.004030567827155052,-0.004030567827155052
2021-10-15,CF,CY,软商品纺织,2021-10-15 13:59:00,2021-10-15 14:00:00,30490.699458483752,2021-10-15 15:00:00,30442.8802104411,-0.0015683224357565528,-0.0015683224357565528
2021-10-19,RU,NR,橡胶,2021-10-19 10:59:00,2021-10-19 11:00:00,12385.090567439423,2021-10-19 15:00:00,12222.9138536897,-0.013094511733009684,-0.013094511733009684
2021-11-11,AG,AU,贵金属,2021-11-10 22:59:00,2021-11-10 23:00:00,384.864248046592,2021-11-11 15:00:00,384.5538667779,-0.0008064694766203306,-0.0008064694766203306
2022-01-13,SF,SM,铁合金,2022-01-13 09:59:00,2022-01-13 10:00:00,8738.915959480213,2022-01-13 15:00:00,8546.2505662551,-0.02204682984919948,-0.02204682984919948
2022-01-21,SA,FG,煤化工建材,2022-01-21 13:59:00,2022-01-21 14:00:00,2182.9731696736626,2022-01-21 15:00:00,2194.218433619,0.005151352339808346,0.005151352339808346
2022-02-07,LU,FU,能源油品,2022-02-07 09:59:00,2022-02-07 10:00:00,3345.2092001158726,2022-02-07 15:00:00,3306.0724329813,-0.011699348170277957,-0.011699348170277957
2022-02-07,PP,L,烯烃塑料,2022-02-07 09:59:00,2022-02-07 10:00:00,9416.513741928096,2022-02-07 15:00:00,9439.9689874215,0.002490862981377795,0.002490862981377795
2022-02-07,L,PP,烯烃塑料,2022-02-07 11:30:00,2022-02-07 13:31:00,8981.288773338703,2022-02-07 15:00:00,8937.4044973137,-0.004886189179806211,-0.004886189179806211
2022-02-07,FG,SA,煤化工建材,2022-02-07 09:59:00,2022-02-07 10:00:00,2985.290552712869,2022-02-07 15:00:00,2974.0394033183,-0.003768862425918451,-0.003768862425918451
2022-02-07,LU,SC,能源油品,2022-02-07 09:59:00,2022-02-07 10:00:00,568.847811457793,2022-02-07 15:00:00,566.1862136821,-0.00467892768871192,-0.00467892768871192
2022-02-07,PP,V,烯烃塑料,2022-02-07 09:59:00,2022-02-07 10:00:00,9203.199963555691,2022-02-07 15:00:00,9257.8655915514,0.005939850075211028,0.005939850075211028
