RETURN_MULTIPLIER,OI_MULTIPLIER,CORRELATION_THRESHOLD,单边费率,交易次数,胜率,累计收益率,年化收益率,最大回撤,年化夏普比率
3.5,4.0,0.7,0.0,15.0,0.7333333333333333,0.067766402931447,0.0106550735254324,0.0003300099628434,0.691131353067987
4.0,4.5,0.8,0.0,7.0,0.8571428571428571,0.010933260796095,0.0033762020101462,-0.0,0.6893205683858249
3.5,3.0,0.5,0.0,31.0,0.7741935483870968,0.0877927144990529,0.0136952114595614,0.0142786866357937,0.6847954103647048
3.5,3.0,0.8,0.0,12.0,0.8333333333333334,0.0547770249280694,0.0086575356013811,0.0003300099628434,0.6826175209831805
3.0,2.0,0.6,0.0,72.0,0.6527777777777778,0.1052185704849599,0.0136538943788946,0.0118295411614074,0.6794788672592645
5.0,4.0,0.6,0.0,11.0,0.8181818181818182,0.0294277879084658,0.0051133650325745,0.0003300099628434,0.6661510536867675
4.0,4.5,0.6,0.0,10.0,0.9,0.0394386445882279,0.0068253942932583,0.0003300099628436,0.6660623149146694
3.5,1.5,0.5,0.0,103.0,0.6310679611650486,0.107721202478243,0.0135893306738605,0.0168061702060839,0.6629363434057667
2.5,5.0,0.6,0.0,15.0,0.8,0.0655387203182964,0.0104623470363922,0.0003300099628434,0.6606601035350556
2.5,5.0,0.7,0.0,15.0,0.8,0.0655387203182964,0.0104623470363922,0.0003300099628434,0.6606601035350556
3.0,5.0,0.6,0.0,15.0,0.8,0.0655387203182964,0.0104623470363922,0.0003300099628434,0.6606601035350556
3.0,5.0,0.7,0.0,15.0,0.8,0.0655387203182964,0.0104623470363922,0.0003300099628434,0.6606601035350556
2.5,5.0,0.5,0.0,16.0,0.75,0.0654027638966461,0.0104412072564106,0.0003300099628434,0.6593541918768144
3.0,5.0,0.5,0.0,16.0,0.75,0.0654027638966461,0.0104412072564106,0.0003300099628434,0.6593541918768144
5.0,4.0,0.5,0.0,12.0,0.8333333333333334,0.0287786853594496,0.0050018843299002,0.0003300099628433,0.6556361619188682
4.0,4.5,0.5,0.0,11.0,0.9090909090909092,0.0383871465723633,0.0066462102960993,0.0003300099628436,0.6520861044540034
4.0,4.0,0.6,0.0,14.0,0.8571428571428571,0.0453296599192447,0.0071917020259324,0.0003300099628433,0.6470237549374572
3.0,2.0,0.5,0.0,94.0,0.6382978723404256,0.0996962170486135,0.0129658337678904,0.0161229288832004,0.6439689720451014
4.5,4.0,0.6,0.0,11.0,0.8181818181818182,0.0274914883302068,0.0047806419487188,0.0003300099628434,0.6414422225098669
3.0,3.0,0.6,0.0,37.0,0.6486486486486487,0.0903913362203991,0.0124604319511683,0.0148704984811879,0.640788123510399
4.0,4.0,0.5,0.0,15.0,0.8666666666666667,0.0446705304933772,0.0070890189640071,0.0003300099628436,0.6395367957413586
2.5,3.0,0.5,0.0,56.0,0.6785714285714286,0.0919610284030727,0.0118876658932103,0.0159615190199052,0.6384602252476704
2.5,3.0,0.6,0.0,45.0,0.6666666666666666,0.0891501127074914,0.0115373780315621,0.0109546274651723,0.6343757069594543
3.5,2.5,0.6,0.0,36.0,0.6944444444444444,0.0834383311059419,0.0115340309986531,0.0115925496308582,0.6340333156536818
4.5,4.0,0.5,0.0,12.0,0.8333333333333334,0.0268436067089783,0.0046691981495465,0.0003300099628433,0.630578278664274
2.5,1.5,0.6,0.0,155.0,0.6,0.1359835890735121,0.0166132682687212,0.030287830634378,0.6275874444101245
3.5,2.5,0.5,0.0,45.0,0.6444444444444445,0.0842413101230599,0.0116412776691829,0.0115925496308583,0.626990256156988
3.0,2.0,0.7,0.0,56.0,0.6785714285714286,0.0903599230262899,0.0123925301915408,0.0118295411614073,0.6259716671508749
5.0,4.5,0.5,0.0,10.0,0.8,0.0336098522717309,0.0058302316834344,0.0003300099628436,0.6234388742564392
5.0,4.5,0.6,0.0,10.0,0.8,0.0336098522717309,0.0058302316834344,0.0003300099628436,0.6234388742564392
5.0,1.5,0.8,0.0,17.0,0.7647058823529411,0.0416927879761219,0.0059298973688655,0.0004498739725569,0.6158907355672969
2.5,3.0,0.7,0.0,36.0,0.6944444444444444,0.085804026694263,0.0111193771198025,0.009827068309998,0.6143386607398197
3.0,3.0,0.7,0.0,30.0,0.6333333333333333,0.0788490432313298,0.0123433466810374,0.0137474036067609,0.613350368498088
4.0,4.5,0.7,0.0,9.0,0.8888888888888888,0.0357183672600471,0.006190755794615,0.0003300099628434,0.6111741277658965
3.5,2.0,0.8,0.0,25.0,0.64,0.0533607786258252,0.0084384968994182,0.0118295411614072,0.6107009731102623
3.5,1.5,0.6,0.0,84.0,0.6309523809523809,0.0979648200415566,0.0124069597884834,0.0200161531186371,0.6106598857711488
3.0,3.0,0.5,0.0,49.0,0.6326530612244898,0.0859740085323745,0.0118724668924594,0.0199177851059575,0.6090069904802917
2.5,1.5,0.5,0.0,190.0,0.6,0.1309304299601572,0.0160277300556803,0.0352631315883894,0.6075358383829019
3.0,1.5,0.6,0.0,116.0,0.603448275862069,0.1188528235405492,0.0146189454756067,0.0200161531186372,0.6057260168937795
5.0,3.5,0.6,0.0,11.0,0.8181818181818182,0.0259585928615315,0.0045168709365166,0.0003300099628433,0.5999390422991776
4.5,4.5,0.5,0.0,10.0,0.8,0.0316656864501492,0.0054972712949212,0.0003300099628436,0.5995761632470294
4.5,4.5,0.6,0.0,10.0,0.8,0.0316656864501492,0.0054972712949212,0.0003300099628436,0.5995761632470294
5.0,2.0,0.8,0.0,12.0,0.6666666666666666,0.019785222565573,0.00393234885977,0.0003300099628434,0.5988057627119534
4.0,2.5,0.8,0.0,11.0,0.8181818181818182,0.0248704582722143,0.0039788298580467,0.0003300099628434,0.597257491111697
4.0,3.0,0.8,0.0,11.0,0.8181818181818182,0.0248704582722143,0.0039788298580467,0.0003300099628434,0.597257491111697
5.0,3.5,0.7,0.0,10.0,0.8,0.0258134418268687,0.0044918774289588,0.0003300099628433,0.5966609572270462
5.0,4.0,0.7,0.0,10.0,0.8,0.0258134418268687,0.0044918774289588,0.0003300099628433,0.5966609572270462
4.0,4.0,0.7,0.0,12.0,0.8333333333333334,0.0406657360684161,0.0064639583451848,0.0003300099628434,0.5878962367556039
4.0,5.0,0.5,0.0,9.0,0.7777777777777778,0.0322170818892288,0.0055917564981138,0.0003300099628434,0.5871277303165146
4.0,5.0,0.6,0.0,9.0,0.7777777777777778,0.0322170818892288,0.0055917564981138,0.0003300099628434,0.5871277303165146
4.0,5.0,0.7,0.0,9.0,0.7777777777777778,0.0322170818892288,0.0055917564981138,0.0003300099628434,0.5871277303165146
4.0,2.0,0.9,0.0,9.0,0.6666666666666666,0.0196268288476708,0.0039011110511801,-0.0,0.5830670246956304
3.0,2.5,0.6,0.0,50.0,0.62,0.0843982210997005,0.0110800107781485,0.0115950212342147,0.5789752666316105
3.5,2.5,0.9,0.0,6.0,0.8333333333333334,0.0140506786402774,0.0097064935050077,0.010411367509196,0.5779137326434681
3.5,3.5,0.8,0.0,10.0,0.9,0.0412638374028784,0.0065574368086338,0.0003300099628436,0.5759239099361292
4.5,3.5,0.6,0.0,11.0,0.8181818181818182,0.0240288186568684,0.0041843453103429,0.0003300099628433,0.5730920828635615
4.0,3.5,0.6,0.0,14.0,0.7857142857142857,0.0395682575227835,0.0062923139986492,0.0003300099628433,0.5727435643241326
3.5,1.5,0.7,0.0,66.0,0.6515151515151515,0.0899380836655299,0.0120759075034679,0.0211769897517458,0.5708599866876294
4.0,3.5,0.7,0.0,12.0,0.8333333333333334,0.0393755823940256,0.006262164161388,0.0003300099628436,0.5700282969983042
4.5,3.5,0.7,0.0,10.0,0.8,0.023883940643675,0.004159360076396,0.0003300099628433,0.5697128475663562
4.5,4.0,0.7,0.0,10.0,0.8,0.023883940643675,0.004159360076396,0.0003300099628433,0.5697128475663562
3.0,3.5,0.6,0.0,28.0,0.75,0.0673522659775951,0.0093710797406643,0.0137474036067609,0.5665770822633687
5.0,4.5,0.7,0.0,9.0,0.7777777777777778,0.0299104369001634,0.0051962204718145,0.0003300099628434,0.5634055769828753
5.0,5.0,0.5,0.0,9.0,0.7777777777777778,0.0299104369001634,0.0051962204718145,0.0003300099628434,0.5634055769828753
5.0,5.0,0.6,0.0,9.0,0.7777777777777778,0.0299104369001634,0.0051962204718145,0.0003300099628434,0.5634055769828753
5.0,5.0,0.7,0.0,9.0,0.7777777777777778,0.0299104369001634,0.0051962204718145,0.0003300099628434,0.5634055769828753
3.5,4.5,0.8,0.0,8.0,0.75,0.0337676111519478,0.0066747377287001,0.0003300099628434,0.5581998367443302
3.0,4.0,0.6,0.0,23.0,0.6521739130434783,0.0622071657438831,0.0098026682141505,0.0139871534910136,0.5564247743756762
2.5,4.0,0.7,0.0,21.0,0.7142857142857143,0.0621121736096539,0.0097880704736603,0.0139422534909769,0.5549651277340613
3.0,2.5,0.7,0.0,40.0,0.625,0.0742858530048178,0.0109439250115799,0.0115950212342147,0.5544877331530939
4.5,1.5,0.5,0.0,65.0,0.6461538461538462,0.0426944044124941,0.0060698408809456,0.0129769752461298,0.5544129818989663
3.0,4.0,0.5,0.0,25.0,0.64,0.0614019483820666,0.0096788932275548,0.0139871534910136,0.5500913304270117
3.5,4.0,0.8,0.0,10.0,0.7,0.0386550772577654,0.0061493778555292,0.0003444368150171,0.5435934385008011
5.0,3.5,0.5,0.0,14.0,0.7142857142857143,0.023618645400512,0.004113600489225,0.0021901533666366,0.5429216468107124
3.0,2.5,0.5,0.0,64.0,0.609375,0.0788376647024475,0.0103733611098393,0.0154980463901575,0.5419856595496183
2.0,5.0,0.7,0.0,17.0,0.7058823529411765,0.0547975466756816,0.0087852165568524,0.0104071932162993,0.5394545470597402
4.5,4.5,0.7,0.0,9.0,0.7777777777777778,0.0279732294845116,0.0048634699602891,0.0003300099628434,0.5381789986517497
4.5,5.0,0.5,0.0,9.0,0.7777777777777778,0.0279732294845116,0.0048634699602891,0.0003300099628434,0.5381789986517497
4.5,5.0,0.6,0.0,9.0,0.7777777777777778,0.0279732294845116,0.0048634699602891,0.0003300099628434,0.5381789986517497
4.5,5.0,0.7,0.0,9.0,0.7777777777777778,0.0279732294845116,0.0048634699602891,0.0003300099628434,0.5381789986517497
4.0,3.5,0.5,0.0,17.0,0.7058823529411765,0.037197269919899,0.0059209751050128,0.0021901533666369,0.5377013304659072
4.0,4.0,0.8,0.0,9.0,0.7777777777777778,0.0118714218378801,0.0019094411509903,0.0003300099628433,0.5371108293801377
3.0,1.5,0.5,0.0,147.0,0.5918367346938775,0.107738199819888,0.0133107378413281,0.0205728918723736,0.5368636856378647
